dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,net_pnl_cents,positive_net,coverage_pass
current,touch_first_t0.4_ask65_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.4_ask65_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.4_ask65_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.4_ask65_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.4_ask65_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.4_ask65_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.4_ask65_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.4_ask65_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.4_ask65_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.4_ask65_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.4_ask65_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.4_ask65_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.4_ask65_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.4_ask65_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.4_ask65_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.4_ask65_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.4_ask65_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.4_ask65_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.4_ask65_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.4_ask65_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.4_ask65_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.4_ask65_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.4_ask65_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.4_ask65_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.4_ask65_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.4_ask65_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.4_ask65_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.4_ask65_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.4_ask65_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.4_ask65_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.4_ask65_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.4_ask65_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.4_ask65_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.4_ask65_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.4_ask65_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.4_ask65_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.4_ask65_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.4_ask65_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.4_ask65_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.4_ask65_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.4_ask65_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.4_ask65_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.4_ask65_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.4_ask65_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.4_ask65_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.4_ask65_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.4_ask65_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.4_ask65_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.4_ask65_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.4_ask65_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.4_ask65_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.4_ask65_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.4_ask65_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.4_ask65_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask55_book0.5,0,20,20,1.0,13,7,90.0,True,True
current,touch_first_t0.45_ask55_book0.5,1,20,20,1.0,12,8,-103.0,False,True
current,touch_first_t0.45_ask55_book0.5,2,20,20,1.0,14,6,63.0,True,True
current,touch_first_t0.45_ask55_book0.5,3,20,20,1.0,15,5,206.0,True,True
current,touch_first_t0.45_ask55_book0.5,4,20,20,1.0,6,14,-636.0,False,True
current,touch_first_t0.45_ask55_book0.5,5,20,20,1.0,12,8,-59.0,False,True
current,touch_first_t0.45_ask55_book0.5,6,20,20,1.0,15,5,213.0,True,True
current,touch_first_t0.45_ask55_book0.5,7,20,19,0.95,14,5,152.0,True,True
current,touch_first_t0.45_ask55_book0.5,8,20,20,1.0,14,6,120.0,True,True
current,touch_first_t0.45_ask55_book0.5,9,20,19,0.95,13,6,78.0,True,True
current,touch_first_t0.45_ask55_book0.5,10,20,20,1.0,9,11,-369.0,False,True
current,touch_first_t0.45_ask55_book0.5,11,20,20,1.0,12,8,-137.0,False,True
current,touch_first_t0.45_ask55_book0.5,12,20,20,1.0,14,6,104.0,True,True
current,touch_first_t0.45_ask55_book0.5,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask55_book0.5,14,20,20,1.0,9,11,-398.0,False,True
current,touch_first_t0.45_ask55_book0.5,15,20,20,1.0,16,4,284.0,True,True
current,touch_first_t0.45_ask55_book0.5,16,6,6,1.0,3,3,-88.0,False,True
v21,touch_first_t0.45_ask55_book0.5,0,20,19,0.95,16,3,270.0,True,True
v21,touch_first_t0.45_ask55_book0.5,1,20,20,1.0,11,9,-273.0,False,True
v21,touch_first_t0.45_ask55_book0.5,2,20,20,1.0,14,6,67.0,True,True
v21,touch_first_t0.45_ask55_book0.5,3,20,20,1.0,13,7,-22.0,False,True
v21,touch_first_t0.45_ask55_book0.5,4,20,20,1.0,12,8,-103.0,False,True
v21,touch_first_t0.45_ask55_book0.5,5,20,20,1.0,12,8,-115.0,False,True
v21,touch_first_t0.45_ask55_book0.5,6,20,20,1.0,17,3,384.0,True,True
v21,touch_first_t0.45_ask55_book0.5,7,20,20,1.0,12,8,-95.0,False,True
v21,touch_first_t0.45_ask55_book0.5,8,20,20,1.0,12,8,-61.0,False,True
v21,touch_first_t0.45_ask55_book0.5,9,20,20,1.0,17,3,362.0,True,True
v21,touch_first_t0.45_ask55_book0.5,10,20,19,0.95,12,7,-81.0,False,True
v21,touch_first_t0.45_ask55_book0.5,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask55_book0.55,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask55_book0.55,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask55_book0.55,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask55_book0.55,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask55_book0.55,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask55_book0.55,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask55_book0.55,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask55_book0.55,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask55_book0.55,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask55_book0.55,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask55_book0.55,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask55_book0.55,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask55_book0.55,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask55_book0.55,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask55_book0.55,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask55_book0.55,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask55_book0.55,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask55_book0.55,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask55_book0.55,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask55_book0.55,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask55_book0.55,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask55_book0.55,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask55_book0.55,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask55_book0.55,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask55_book0.55,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask55_book0.55,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask55_book0.55,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask55_book0.55,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask55_book0.55,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask55_book0.6,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask55_book0.6,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask55_book0.6,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask55_book0.6,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask55_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask55_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask55_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask55_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask55_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask55_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask55_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask55_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask55_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask55_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask55_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask55_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask55_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask55_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask55_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask55_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask55_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask55_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask55_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask55_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask55_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask55_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask55_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask55_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask55_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask55_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask55_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask55_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask55_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask55_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask55_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask55_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask55_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask55_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask55_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask55_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask55_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask55_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask55_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask55_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask55_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask55_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask55_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask55_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask55_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask55_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask55_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask55_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask55_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask55_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask55_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask55_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask55_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask55_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask60_book0.5,0,20,20,1.0,13,7,84.0,True,True
current,touch_first_t0.45_ask60_book0.5,1,20,20,1.0,14,6,144.0,True,True
current,touch_first_t0.45_ask60_book0.5,2,20,20,1.0,15,5,213.0,True,True
current,touch_first_t0.45_ask60_book0.5,3,20,20,1.0,17,3,440.0,True,True
current,touch_first_t0.45_ask60_book0.5,4,20,20,1.0,6,14,-605.0,False,True
current,touch_first_t0.45_ask60_book0.5,5,20,20,1.0,9,11,-348.0,False,True
current,touch_first_t0.45_ask60_book0.5,6,20,20,1.0,15,5,216.0,True,True
current,touch_first_t0.45_ask60_book0.5,7,20,19,0.95,13,6,93.0,True,True
current,touch_first_t0.45_ask60_book0.5,8,20,20,1.0,13,7,36.0,True,True
current,touch_first_t0.45_ask60_book0.5,9,20,19,0.95,11,8,-118.0,False,True
current,touch_first_t0.45_ask60_book0.5,10,20,20,1.0,9,11,-369.0,False,True
current,touch_first_t0.45_ask60_book0.5,11,20,20,1.0,9,11,-388.0,False,True
current,touch_first_t0.45_ask60_book0.5,12,20,20,1.0,14,6,118.0,True,True
current,touch_first_t0.45_ask60_book0.5,13,20,20,1.0,16,4,212.0,True,True
current,touch_first_t0.45_ask60_book0.5,14,20,20,1.0,9,11,-376.0,False,True
current,touch_first_t0.45_ask60_book0.5,15,20,20,1.0,15,5,244.0,True,True
current,touch_first_t0.45_ask60_book0.5,16,6,6,1.0,3,3,-87.0,False,True
v21,touch_first_t0.45_ask60_book0.5,0,20,19,0.95,13,6,71.0,True,True
v21,touch_first_t0.45_ask60_book0.5,1,20,20,1.0,11,9,-227.0,False,True
v21,touch_first_t0.45_ask60_book0.5,2,20,20,1.0,13,7,51.0,True,True
v21,touch_first_t0.45_ask60_book0.5,3,20,20,1.0,15,5,237.0,True,True
v21,touch_first_t0.45_ask60_book0.5,4,20,20,1.0,11,9,-143.0,False,True
v21,touch_first_t0.45_ask60_book0.5,5,20,20,1.0,13,7,19.0,True,True
v21,touch_first_t0.45_ask60_book0.5,6,20,20,1.0,16,4,341.0,True,True
v21,touch_first_t0.45_ask60_book0.5,7,20,20,1.0,11,9,-135.0,False,True
v21,touch_first_t0.45_ask60_book0.5,8,20,20,1.0,12,8,-21.0,False,True
v21,touch_first_t0.45_ask60_book0.5,9,20,20,1.0,14,6,103.0,True,True
v21,touch_first_t0.45_ask60_book0.5,10,20,19,0.95,12,7,-51.0,False,True
v21,touch_first_t0.45_ask60_book0.5,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask60_book0.55,0,20,20,1.0,14,6,154.0,True,True
current,touch_first_t0.45_ask60_book0.55,1,20,20,1.0,14,6,124.0,True,True
current,touch_first_t0.45_ask60_book0.55,2,20,20,1.0,16,4,299.0,True,True
current,touch_first_t0.45_ask60_book0.55,3,20,20,1.0,17,3,426.0,True,True
current,touch_first_t0.45_ask60_book0.55,4,20,20,1.0,11,9,-154.0,False,True
current,touch_first_t0.45_ask60_book0.55,5,20,20,1.0,9,11,-371.0,False,True
current,touch_first_t0.45_ask60_book0.55,6,20,20,1.0,15,5,192.0,True,True
current,touch_first_t0.45_ask60_book0.55,7,20,19,0.95,13,6,61.0,True,True
current,touch_first_t0.45_ask60_book0.55,8,20,20,1.0,13,7,2.0,True,True
current,touch_first_t0.45_ask60_book0.55,9,20,19,0.95,13,6,45.0,True,True
current,touch_first_t0.45_ask60_book0.55,10,20,20,1.0,11,9,-217.0,False,True
current,touch_first_t0.45_ask60_book0.55,11,20,20,1.0,10,10,-299.0,False,True
current,touch_first_t0.45_ask60_book0.55,12,20,20,1.0,15,5,205.0,True,True
current,touch_first_t0.45_ask60_book0.55,13,20,20,1.0,16,4,212.0,True,True
current,touch_first_t0.45_ask60_book0.55,14,20,20,1.0,11,9,-210.0,False,True
current,touch_first_t0.45_ask60_book0.55,15,20,20,1.0,14,6,124.0,True,True
current,touch_first_t0.45_ask60_book0.55,16,6,6,1.0,3,3,-92.0,False,True
v21,touch_first_t0.45_ask60_book0.55,0,20,19,0.95,13,6,66.0,True,True
v21,touch_first_t0.45_ask60_book0.55,1,20,20,1.0,11,9,-237.0,False,True
v21,touch_first_t0.45_ask60_book0.55,2,20,20,1.0,13,7,29.0,True,True
v21,touch_first_t0.45_ask60_book0.55,3,20,20,1.0,16,4,303.0,True,True
v21,touch_first_t0.45_ask60_book0.55,4,20,20,1.0,13,7,32.0,True,True
v21,touch_first_t0.45_ask60_book0.55,5,20,20,1.0,15,5,174.0,True,True
v21,touch_first_t0.45_ask60_book0.55,6,20,20,1.0,16,4,327.0,True,True
v21,touch_first_t0.45_ask60_book0.55,7,20,20,1.0,15,5,233.0,True,True
v21,touch_first_t0.45_ask60_book0.55,8,20,20,1.0,10,10,-268.0,False,True
v21,touch_first_t0.45_ask60_book0.55,9,20,20,1.0,14,6,66.0,True,True
v21,touch_first_t0.45_ask60_book0.55,10,20,19,0.95,13,6,15.0,True,True
v21,touch_first_t0.45_ask60_book0.55,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask60_book0.6,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask60_book0.6,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask60_book0.6,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask60_book0.6,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask60_book0.6,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask60_book0.6,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask60_book0.6,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask60_book0.6,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask60_book0.6,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask60_book0.6,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask60_book0.6,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask60_book0.6,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask60_book0.6,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask60_book0.6,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask60_book0.6,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask60_book0.6,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask60_book0.6,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask60_book0.6,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask60_book0.6,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask60_book0.6,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask60_book0.6,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask60_book0.6,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask60_book0.6,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask60_book0.6,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask60_book0.6,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask60_book0.6,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask60_book0.6,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask60_book0.6,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask60_book0.6,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask60_book0.65,0,20,20,1.0,12,8,-123.0,False,True
current,touch_first_t0.45_ask60_book0.65,1,20,20,1.0,14,6,59.0,True,True
current,touch_first_t0.45_ask60_book0.65,2,20,20,1.0,15,5,139.0,True,True
current,touch_first_t0.45_ask60_book0.65,3,20,20,1.0,16,4,274.0,True,True
current,touch_first_t0.45_ask60_book0.65,4,20,20,1.0,12,8,-117.0,False,True
current,touch_first_t0.45_ask60_book0.65,5,20,20,1.0,12,8,-129.0,False,True
current,touch_first_t0.45_ask60_book0.65,6,20,20,1.0,16,4,220.0,True,True
current,touch_first_t0.45_ask60_book0.65,7,20,19,0.95,16,3,297.0,True,True
current,touch_first_t0.45_ask60_book0.65,8,20,20,1.0,14,6,75.0,True,True
current,touch_first_t0.45_ask60_book0.65,9,20,19,0.95,15,4,200.0,True,True
current,touch_first_t0.45_ask60_book0.65,10,20,20,1.0,12,8,-164.0,False,True
current,touch_first_t0.45_ask60_book0.65,11,20,20,1.0,13,7,-73.0,False,True
current,touch_first_t0.45_ask60_book0.65,12,20,20,1.0,16,4,258.0,True,True
current,touch_first_t0.45_ask60_book0.65,13,20,20,1.0,17,3,285.0,True,True
current,touch_first_t0.45_ask60_book0.65,14,20,20,1.0,11,9,-260.0,False,True
current,touch_first_t0.45_ask60_book0.65,15,20,20,1.0,15,5,129.0,True,True
current,touch_first_t0.45_ask60_book0.65,16,6,6,1.0,3,3,-119.0,False,True
v21,touch_first_t0.45_ask60_book0.65,0,20,19,0.95,16,3,223.0,True,True
v21,touch_first_t0.45_ask60_book0.65,1,20,20,1.0,11,9,-283.0,False,True
v21,touch_first_t0.45_ask60_book0.65,2,20,20,1.0,13,7,-104.0,False,True
v21,touch_first_t0.45_ask60_book0.65,3,20,20,1.0,13,7,-84.0,False,True
v21,touch_first_t0.45_ask60_book0.65,4,20,20,1.0,14,6,32.0,True,True
v21,touch_first_t0.45_ask60_book0.65,5,20,20,1.0,14,6,40.0,True,True
v21,touch_first_t0.45_ask60_book0.65,6,20,20,1.0,17,3,343.0,True,True
v21,touch_first_t0.45_ask60_book0.65,7,20,20,1.0,16,4,230.0,True,True
v21,touch_first_t0.45_ask60_book0.65,8,20,20,1.0,10,10,-332.0,False,True
v21,touch_first_t0.45_ask60_book0.65,9,20,20,1.0,17,3,292.0,True,True
v21,touch_first_t0.45_ask60_book0.65,10,20,19,0.95,14,5,31.0,True,True
v21,touch_first_t0.45_ask60_book0.65,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask65_book0.5,0,20,20,1.0,13,7,84.0,True,True
current,touch_first_t0.45_ask65_book0.5,1,20,20,1.0,14,6,144.0,True,True
current,touch_first_t0.45_ask65_book0.5,2,20,20,1.0,15,5,213.0,True,True
current,touch_first_t0.45_ask65_book0.5,3,20,20,1.0,17,3,440.0,True,True
current,touch_first_t0.45_ask65_book0.5,4,20,20,1.0,6,14,-605.0,False,True
current,touch_first_t0.45_ask65_book0.5,5,20,20,1.0,9,11,-348.0,False,True
current,touch_first_t0.45_ask65_book0.5,6,20,20,1.0,15,5,216.0,True,True
current,touch_first_t0.45_ask65_book0.5,7,20,19,0.95,13,6,93.0,True,True
current,touch_first_t0.45_ask65_book0.5,8,20,20,1.0,13,7,36.0,True,True
current,touch_first_t0.45_ask65_book0.5,9,20,19,0.95,11,8,-118.0,False,True
current,touch_first_t0.45_ask65_book0.5,10,20,20,1.0,9,11,-369.0,False,True
current,touch_first_t0.45_ask65_book0.5,11,20,20,1.0,9,11,-388.0,False,True
current,touch_first_t0.45_ask65_book0.5,12,20,20,1.0,14,6,118.0,True,True
current,touch_first_t0.45_ask65_book0.5,13,20,20,1.0,16,4,212.0,True,True
current,touch_first_t0.45_ask65_book0.5,14,20,20,1.0,9,11,-376.0,False,True
current,touch_first_t0.45_ask65_book0.5,15,20,20,1.0,15,5,244.0,True,True
current,touch_first_t0.45_ask65_book0.5,16,6,6,1.0,3,3,-87.0,False,True
v21,touch_first_t0.45_ask65_book0.5,0,20,19,0.95,13,6,71.0,True,True
v21,touch_first_t0.45_ask65_book0.5,1,20,20,1.0,11,9,-227.0,False,True
v21,touch_first_t0.45_ask65_book0.5,2,20,20,1.0,13,7,51.0,True,True
v21,touch_first_t0.45_ask65_book0.5,3,20,20,1.0,15,5,237.0,True,True
v21,touch_first_t0.45_ask65_book0.5,4,20,20,1.0,11,9,-143.0,False,True
v21,touch_first_t0.45_ask65_book0.5,5,20,20,1.0,13,7,19.0,True,True
v21,touch_first_t0.45_ask65_book0.5,6,20,20,1.0,16,4,341.0,True,True
v21,touch_first_t0.45_ask65_book0.5,7,20,20,1.0,11,9,-135.0,False,True
v21,touch_first_t0.45_ask65_book0.5,8,20,20,1.0,12,8,-21.0,False,True
v21,touch_first_t0.45_ask65_book0.5,9,20,20,1.0,14,6,103.0,True,True
v21,touch_first_t0.45_ask65_book0.5,10,20,19,0.95,12,7,-51.0,False,True
v21,touch_first_t0.45_ask65_book0.5,11,1,1,1.0,1,0,37.0,True,True
current,touch_first_t0.45_ask65_book0.55,0,20,20,1.0,14,6,154.0,True,True
current,touch_first_t0.45_ask65_book0.55,1,20,20,1.0,14,6,124.0,True,True
current,touch_first_t0.45_ask65_book0.55,2,20,20,1.0,16,4,299.0,True,True
