dataset,candidate,block_index,base_markets,selected_markets,coverage,wins,losses,net_pnl_cents,positive_net,coverage_pass
current,fade_trend150_ask70_fade50,14,20,20,1.0,10,10,-303.0,False,True
current,fade_trend150_ask70_fade50,15,20,20,1.0,15,5,129.0,True,True
current,fade_trend150_ask70_fade50,16,7,7,1.0,3,4,-81.0,False,True
v21,fade_trend150_ask70_fade50,0,20,19,0.95,14,5,158.0,True,True
v21,fade_trend150_ask70_fade50,1,20,20,1.0,11,9,-194.0,False,True
v21,fade_trend150_ask70_fade50,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend150_ask70_fade50,3,20,20,1.0,12,8,-141.0,False,True
v21,fade_trend150_ask70_fade50,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend150_ask70_fade50,5,20,20,1.0,12,8,3.0,True,True
v21,fade_trend150_ask70_fade50,6,20,20,1.0,17,3,343.0,True,True
v21,fade_trend150_ask70_fade50,7,20,20,1.0,15,5,275.0,True,True
v21,fade_trend150_ask70_fade50,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend150_ask70_fade50,9,20,20,1.0,18,2,437.0,True,True
v21,fade_trend150_ask70_fade50,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend150_ask70_fade50,11,1,1,1.0,1,0,37.0,True,True
current,veto_trend200_ask0,0,20,19,0.95,12,7,-59.0,False,True
current,veto_trend200_ask0,1,20,19,0.95,13,6,26.0,True,True
current,veto_trend200_ask0,2,20,10,0.5,7,3,15.0,True,False
current,veto_trend200_ask0,3,20,19,0.95,15,4,240.0,True,True
current,veto_trend200_ask0,4,20,18,0.9,10,8,-190.0,False,True
current,veto_trend200_ask0,5,20,20,1.0,12,8,-129.0,False,True
current,veto_trend200_ask0,6,20,20,1.0,16,4,220.0,True,True
current,veto_trend200_ask0,7,20,19,0.95,16,3,297.0,True,True
current,veto_trend200_ask0,8,20,18,0.9,13,5,110.0,True,True
current,veto_trend200_ask0,9,20,19,0.95,15,4,200.0,True,True
current,veto_trend200_ask0,10,20,20,1.0,12,8,-164.0,False,True
current,veto_trend200_ask0,11,20,20,1.0,13,7,-73.0,False,True
current,veto_trend200_ask0,12,20,20,1.0,16,4,258.0,True,True
current,veto_trend200_ask0,13,20,11,0.55,9,2,108.0,True,False
current,veto_trend200_ask0,14,20,17,0.85,10,7,-163.0,False,True
current,veto_trend200_ask0,15,20,17,0.85,13,4,122.0,True,True
current,veto_trend200_ask0,16,7,1,0.14285714285714285,1,0,31.0,True,False
v21,veto_trend200_ask0,0,20,16,0.8,14,2,262.0,True,True
v21,veto_trend200_ask0,1,20,15,0.75,10,5,-50.0,False,False
v21,veto_trend200_ask0,2,20,20,1.0,13,7,-104.0,False,True
v21,veto_trend200_ask0,3,20,20,1.0,13,7,-84.0,False,True
v21,veto_trend200_ask0,4,20,20,1.0,14,6,32.0,True,True
v21,veto_trend200_ask0,5,20,13,0.65,10,3,124.0,True,False
v21,veto_trend200_ask0,6,20,16,0.8,13,3,213.0,True,True
v21,veto_trend200_ask0,7,20,17,0.85,13,4,155.0,True,True
v21,veto_trend200_ask0,8,20,20,1.0,10,10,-332.0,False,True
v21,veto_trend200_ask0,9,20,20,1.0,17,3,292.0,True,True
v21,veto_trend200_ask0,10,20,19,0.95,14,5,31.0,True,True
v21,veto_trend200_ask0,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask0_fade40,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask0_fade40,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask0_fade40,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask0_fade40,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask0_fade40,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask0_fade40,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask0_fade40,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask0_fade40,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask0_fade40,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask0_fade40,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask0_fade40,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask0_fade40,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask0_fade40,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask0_fade40,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask0_fade40,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask0_fade40,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask0_fade40,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask0_fade40,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask0_fade40,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask0_fade40,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask0_fade40,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask0_fade40,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask0_fade40,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask0_fade40,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask0_fade40,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask0_fade40,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask0_fade40,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask0_fade40,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask0_fade40,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask0_fade45,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask0_fade45,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask0_fade45,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask0_fade45,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask0_fade45,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask0_fade45,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask0_fade45,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask0_fade45,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask0_fade45,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask0_fade45,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask0_fade45,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask0_fade45,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask0_fade45,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask0_fade45,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask0_fade45,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask0_fade45,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask0_fade45,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask0_fade45,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask0_fade45,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask0_fade45,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask0_fade45,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask0_fade45,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask0_fade45,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask0_fade45,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask0_fade45,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask0_fade45,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask0_fade45,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask0_fade45,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask0_fade45,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask0_fade50,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask0_fade50,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask0_fade50,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask0_fade50,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask0_fade50,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask0_fade50,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask0_fade50,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask0_fade50,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask0_fade50,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask0_fade50,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask0_fade50,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask0_fade50,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask0_fade50,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask0_fade50,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask0_fade50,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask0_fade50,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask0_fade50,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask0_fade50,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask0_fade50,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask0_fade50,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask0_fade50,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask0_fade50,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask0_fade50,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask0_fade50,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask0_fade50,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask0_fade50,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask0_fade50,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask0_fade50,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask0_fade50,11,1,1,1.0,1,0,37.0,True,True
current,veto_trend200_ask60,0,20,19,0.95,12,7,-59.0,False,True
current,veto_trend200_ask60,1,20,19,0.95,13,6,26.0,True,True
current,veto_trend200_ask60,2,20,10,0.5,7,3,15.0,True,False
current,veto_trend200_ask60,3,20,19,0.95,15,4,240.0,True,True
current,veto_trend200_ask60,4,20,18,0.9,10,8,-190.0,False,True
current,veto_trend200_ask60,5,20,20,1.0,12,8,-129.0,False,True
current,veto_trend200_ask60,6,20,20,1.0,16,4,220.0,True,True
current,veto_trend200_ask60,7,20,19,0.95,16,3,297.0,True,True
current,veto_trend200_ask60,8,20,18,0.9,13,5,110.0,True,True
current,veto_trend200_ask60,9,20,19,0.95,15,4,200.0,True,True
current,veto_trend200_ask60,10,20,20,1.0,12,8,-164.0,False,True
current,veto_trend200_ask60,11,20,20,1.0,13,7,-73.0,False,True
current,veto_trend200_ask60,12,20,20,1.0,16,4,258.0,True,True
current,veto_trend200_ask60,13,20,11,0.55,9,2,108.0,True,False
current,veto_trend200_ask60,14,20,17,0.85,10,7,-163.0,False,True
current,veto_trend200_ask60,15,20,17,0.85,13,4,122.0,True,True
current,veto_trend200_ask60,16,7,1,0.14285714285714285,1,0,31.0,True,False
v21,veto_trend200_ask60,0,20,16,0.8,14,2,262.0,True,True
v21,veto_trend200_ask60,1,20,15,0.75,10,5,-50.0,False,False
v21,veto_trend200_ask60,2,20,20,1.0,13,7,-104.0,False,True
v21,veto_trend200_ask60,3,20,20,1.0,13,7,-84.0,False,True
v21,veto_trend200_ask60,4,20,20,1.0,14,6,32.0,True,True
v21,veto_trend200_ask60,5,20,13,0.65,10,3,124.0,True,False
v21,veto_trend200_ask60,6,20,16,0.8,13,3,213.0,True,True
v21,veto_trend200_ask60,7,20,17,0.85,13,4,155.0,True,True
v21,veto_trend200_ask60,8,20,20,1.0,10,10,-332.0,False,True
v21,veto_trend200_ask60,9,20,20,1.0,17,3,292.0,True,True
v21,veto_trend200_ask60,10,20,19,0.95,14,5,31.0,True,True
v21,veto_trend200_ask60,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask60_fade40,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask60_fade40,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask60_fade40,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask60_fade40,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask60_fade40,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask60_fade40,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask60_fade40,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask60_fade40,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask60_fade40,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask60_fade40,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask60_fade40,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask60_fade40,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask60_fade40,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask60_fade40,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask60_fade40,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask60_fade40,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask60_fade40,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask60_fade40,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask60_fade40,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask60_fade40,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask60_fade40,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask60_fade40,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask60_fade40,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask60_fade40,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask60_fade40,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask60_fade40,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask60_fade40,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask60_fade40,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask60_fade40,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask60_fade45,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask60_fade45,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask60_fade45,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask60_fade45,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask60_fade45,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask60_fade45,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask60_fade45,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask60_fade45,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask60_fade45,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask60_fade45,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask60_fade45,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask60_fade45,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask60_fade45,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask60_fade45,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask60_fade45,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask60_fade45,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask60_fade45,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask60_fade45,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask60_fade45,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask60_fade45,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask60_fade45,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask60_fade45,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask60_fade45,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask60_fade45,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask60_fade45,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask60_fade45,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask60_fade45,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask60_fade45,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask60_fade45,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask60_fade50,0,20,20,1.0,13,7,0.0,False,True
current,fade_trend200_ask60_fade50,1,20,20,1.0,13,7,-12.0,False,True
current,fade_trend200_ask60_fade50,2,20,20,1.0,9,11,-160.0,False,True
current,fade_trend200_ask60_fade50,3,20,20,1.0,15,5,201.0,True,True
current,fade_trend200_ask60_fade50,4,20,20,1.0,10,10,-273.0,False,True
current,fade_trend200_ask60_fade50,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask60_fade50,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask60_fade50,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask60_fade50,8,20,20,1.0,14,6,135.0,True,True
current,fade_trend200_ask60_fade50,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask60_fade50,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask60_fade50,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask60_fade50,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask60_fade50,13,20,20,1.0,10,10,-116.0,False,True
current,fade_trend200_ask60_fade50,14,20,20,1.0,12,8,-82.0,False,True
current,fade_trend200_ask60_fade50,15,20,20,1.0,14,6,99.0,True,True
current,fade_trend200_ask60_fade50,16,7,7,1.0,5,2,216.0,True,True
v21,fade_trend200_ask60_fade50,0,20,19,0.95,15,4,289.0,True,True
v21,fade_trend200_ask60_fade50,1,20,20,1.0,14,6,157.0,True,True
v21,fade_trend200_ask60_fade50,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask60_fade50,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask60_fade50,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask60_fade50,5,20,20,1.0,13,7,172.0,True,True
v21,fade_trend200_ask60_fade50,6,20,20,1.0,13,7,63.0,True,True
v21,fade_trend200_ask60_fade50,7,20,20,1.0,13,7,64.0,True,True
v21,fade_trend200_ask60_fade50,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask60_fade50,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask60_fade50,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask60_fade50,11,1,1,1.0,1,0,37.0,True,True
current,veto_trend200_ask70,0,20,20,1.0,12,8,-123.0,False,True
current,veto_trend200_ask70,1,20,20,1.0,14,6,59.0,True,True
current,veto_trend200_ask70,2,20,17,0.85,12,5,59.0,True,True
current,veto_trend200_ask70,3,20,20,1.0,16,4,274.0,True,True
current,veto_trend200_ask70,4,20,20,1.0,12,8,-117.0,False,True
current,veto_trend200_ask70,5,20,20,1.0,12,8,-129.0,False,True
current,veto_trend200_ask70,6,20,20,1.0,16,4,220.0,True,True
current,veto_trend200_ask70,7,20,19,0.95,16,3,297.0,True,True
current,veto_trend200_ask70,8,20,19,0.95,13,6,47.0,True,True
current,veto_trend200_ask70,9,20,19,0.95,15,4,200.0,True,True
current,veto_trend200_ask70,10,20,20,1.0,12,8,-164.0,False,True
current,veto_trend200_ask70,11,20,20,1.0,13,7,-73.0,False,True
current,veto_trend200_ask70,12,20,20,1.0,16,4,258.0,True,True
current,veto_trend200_ask70,13,20,19,0.95,16,3,265.0,True,True
current,veto_trend200_ask70,14,20,20,1.0,11,9,-260.0,False,True
current,veto_trend200_ask70,15,20,20,1.0,15,5,129.0,True,True
current,veto_trend200_ask70,16,7,5,0.7142857142857143,2,3,-128.0,False,False
v21,veto_trend200_ask70,0,20,17,0.85,14,3,194.0,True,True
v21,veto_trend200_ask70,1,20,19,0.95,11,8,-210.0,False,True
v21,veto_trend200_ask70,2,20,20,1.0,13,7,-104.0,False,True
v21,veto_trend200_ask70,3,20,20,1.0,13,7,-84.0,False,True
v21,veto_trend200_ask70,4,20,20,1.0,14,6,32.0,True,True
v21,veto_trend200_ask70,5,20,16,0.8,11,5,32.0,True,True
v21,veto_trend200_ask70,6,20,20,1.0,17,3,343.0,True,True
v21,veto_trend200_ask70,7,20,18,0.9,14,4,187.0,True,True
v21,veto_trend200_ask70,8,20,20,1.0,10,10,-332.0,False,True
v21,veto_trend200_ask70,9,20,20,1.0,17,3,292.0,True,True
v21,veto_trend200_ask70,10,20,19,0.95,14,5,31.0,True,True
v21,veto_trend200_ask70,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask70_fade40,0,20,20,1.0,12,8,-123.0,False,True
current,fade_trend200_ask70_fade40,1,20,20,1.0,14,6,59.0,True,True
current,fade_trend200_ask70_fade40,2,20,20,1.0,12,8,-36.0,False,True
current,fade_trend200_ask70_fade40,3,20,20,1.0,16,4,274.0,True,True
current,fade_trend200_ask70_fade40,4,20,20,1.0,12,8,-117.0,False,True
current,fade_trend200_ask70_fade40,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask70_fade40,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask70_fade40,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask70_fade40,8,20,20,1.0,13,7,14.0,True,True
current,fade_trend200_ask70_fade40,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask70_fade40,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask70_fade40,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask70_fade40,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask70_fade40,13,20,20,1.0,16,4,239.0,True,True
current,fade_trend200_ask70_fade40,14,20,20,1.0,11,9,-260.0,False,True
current,fade_trend200_ask70_fade40,15,20,20,1.0,15,5,129.0,True,True
current,fade_trend200_ask70_fade40,16,7,7,1.0,3,4,-81.0,False,True
v21,fade_trend200_ask70_fade40,0,20,19,0.95,14,5,158.0,True,True
v21,fade_trend200_ask70_fade40,1,20,20,1.0,12,8,-143.0,False,True
v21,fade_trend200_ask70_fade40,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask70_fade40,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask70_fade40,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask70_fade40,5,20,20,1.0,12,8,3.0,True,True
v21,fade_trend200_ask70_fade40,6,20,20,1.0,17,3,343.0,True,True
v21,fade_trend200_ask70_fade40,7,20,20,1.0,14,6,134.0,True,True
v21,fade_trend200_ask70_fade40,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask70_fade40,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask70_fade40,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask70_fade40,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask70_fade45,0,20,20,1.0,12,8,-123.0,False,True
current,fade_trend200_ask70_fade45,1,20,20,1.0,14,6,59.0,True,True
current,fade_trend200_ask70_fade45,2,20,20,1.0,12,8,-36.0,False,True
current,fade_trend200_ask70_fade45,3,20,20,1.0,16,4,274.0,True,True
current,fade_trend200_ask70_fade45,4,20,20,1.0,12,8,-117.0,False,True
current,fade_trend200_ask70_fade45,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask70_fade45,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask70_fade45,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask70_fade45,8,20,20,1.0,13,7,14.0,True,True
current,fade_trend200_ask70_fade45,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask70_fade45,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask70_fade45,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask70_fade45,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask70_fade45,13,20,20,1.0,16,4,239.0,True,True
current,fade_trend200_ask70_fade45,14,20,20,1.0,11,9,-260.0,False,True
current,fade_trend200_ask70_fade45,15,20,20,1.0,15,5,129.0,True,True
current,fade_trend200_ask70_fade45,16,7,7,1.0,3,4,-81.0,False,True
v21,fade_trend200_ask70_fade45,0,20,19,0.95,14,5,158.0,True,True
v21,fade_trend200_ask70_fade45,1,20,20,1.0,12,8,-143.0,False,True
v21,fade_trend200_ask70_fade45,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask70_fade45,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask70_fade45,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask70_fade45,5,20,20,1.0,12,8,3.0,True,True
v21,fade_trend200_ask70_fade45,6,20,20,1.0,17,3,343.0,True,True
v21,fade_trend200_ask70_fade45,7,20,20,1.0,14,6,134.0,True,True
v21,fade_trend200_ask70_fade45,8,20,20,1.0,10,10,-332.0,False,True
v21,fade_trend200_ask70_fade45,9,20,20,1.0,17,3,292.0,True,True
v21,fade_trend200_ask70_fade45,10,20,19,0.95,14,5,31.0,True,True
v21,fade_trend200_ask70_fade45,11,1,1,1.0,1,0,37.0,True,True
current,fade_trend200_ask70_fade50,0,20,20,1.0,12,8,-123.0,False,True
current,fade_trend200_ask70_fade50,1,20,20,1.0,14,6,59.0,True,True
current,fade_trend200_ask70_fade50,2,20,20,1.0,12,8,-36.0,False,True
current,fade_trend200_ask70_fade50,3,20,20,1.0,16,4,274.0,True,True
current,fade_trend200_ask70_fade50,4,20,20,1.0,12,8,-117.0,False,True
current,fade_trend200_ask70_fade50,5,20,20,1.0,12,8,-129.0,False,True
current,fade_trend200_ask70_fade50,6,20,20,1.0,16,4,220.0,True,True
current,fade_trend200_ask70_fade50,7,20,19,0.95,16,3,297.0,True,True
current,fade_trend200_ask70_fade50,8,20,20,1.0,13,7,14.0,True,True
current,fade_trend200_ask70_fade50,9,20,19,0.95,15,4,200.0,True,True
current,fade_trend200_ask70_fade50,10,20,20,1.0,12,8,-164.0,False,True
current,fade_trend200_ask70_fade50,11,20,20,1.0,13,7,-73.0,False,True
current,fade_trend200_ask70_fade50,12,20,20,1.0,16,4,258.0,True,True
current,fade_trend200_ask70_fade50,13,20,20,1.0,16,4,239.0,True,True
current,fade_trend200_ask70_fade50,14,20,20,1.0,11,9,-260.0,False,True
current,fade_trend200_ask70_fade50,15,20,20,1.0,15,5,129.0,True,True
current,fade_trend200_ask70_fade50,16,7,7,1.0,3,4,-81.0,False,True
v21,fade_trend200_ask70_fade50,0,20,19,0.95,14,5,158.0,True,True
v21,fade_trend200_ask70_fade50,1,20,20,1.0,12,8,-143.0,False,True
v21,fade_trend200_ask70_fade50,2,20,20,1.0,13,7,-104.0,False,True
v21,fade_trend200_ask70_fade50,3,20,20,1.0,13,7,-84.0,False,True
v21,fade_trend200_ask70_fade50,4,20,20,1.0,14,6,32.0,True,True
v21,fade_trend200_ask70_fade50,5,20,20,1.0,12,8,3.0,True,True
v21,fade_trend200_ask70_fade50,6,20,20,1.0,17,3,343.0,True,True
