label,chooser,min_score,ask_max,min_seconds_to_close,gate,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,nondegenerate,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close
choose=score_mean_book_rv15; score_mean_book_rv15>=0.5; ask<=95; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15,0.5,95.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.620253164556962,0.9909502262443439,0.5425731092125254,56.0,159,158,98,60,0.620253164556962,0.9937106918238994,0.5425731092125254,56.0,0,0,862.1800000000001,95,95,62,33,0.6526315789473685,1.0,0.5526464467822214,57.0,0,0,861.771,32,32,16,16,0.5,1.0,0.3363088286932748,54.5,0,0,859.403,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,54.0,0,0,862.522,221,219,141,78,0.6438356164383562,0.9909502262443439,0.5784344236231485,55.0,0,0,864.896341,132,131,85,46,0.648854961832061,0.9924242424242424,0.563936441087627,56.0,0,0,864.896341,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,55.0,0,0,869.2478685,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,54.5,0,0,862.6183490000001
choose=score_mean_book_rv15; score_mean_book_rv15>=0.5; ask<=90; sec_to_close>=120; margin_rv15>=0,score_mean_book_rv15,0.5,90.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.620253164556962,0.9864253393665159,0.5425731092125254,56.0,159,158,98,60,0.620253164556962,0.9937106918238994,0.5425731092125254,56.0,0,0,862.1800000000001,95,95,62,33,0.6526315789473685,1.0,0.5526464467822214,57.0,0,0,861.771,32,32,16,16,0.5,1.0,0.3363088286932748,54.5,0,0,859.403,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,54.0,0,0,862.522,221,218,140,78,0.6422018348623854,0.9864253393665159,0.5766128608483305,55.0,0,0,865.02471,132,130,84,46,0.6461538461538462,0.9848484848484849,0.56084245378429,56.0,0,0,865.02471,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,55.0,0,0,869.2478685,45,44,30,14,0.6818181818181818,0.9777777777777777,0.5344310393781776,54.5,0,0,862.6183490000001
choose=score_mean_book_rv15; score_mean_book_rv15>=0.5; ask<=95; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15,0.5,95.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.6163522012578616,1.0,0.5388697706146951,56.0,159,159,98,61,0.6163522012578616,1.0,0.5388697706146951,56.0,0,0,862.165,95,95,62,33,0.6526315789473685,1.0,0.5526464467822214,57.0,0,0,861.771,32,32,16,16,0.5,1.0,0.3363088286932748,54.5,0,0,859.403,32,32,20,12,0.625,1.0,0.4525440735307745,54.0,0,0,862.5205000000001,221,221,141,80,0.6380090497737556,1.0,0.5727906269886035,56.0,0,0,864.799783,132,132,85,47,0.6439393939393939,1.0,0.5592437777880144,56.0,0,0,864.848062,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,55.0,0,0,869.2478685,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,55.0,0,0,862.586004
choose=score_mean_book_rv15; score_mean_book_rv15>=0.5; ask<=90; sec_to_close>=60; margin_rv15>=0,score_mean_book_rv15,0.5,90.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.6163522012578616,0.995475113122172,0.5388697706146951,56.0,159,159,98,61,0.6163522012578616,1.0,0.5388697706146951,56.0,0,0,862.165,95,95,62,33,0.6526315789473685,1.0,0.5526464467822214,57.0,0,0,861.771,32,32,16,16,0.5,1.0,0.3363088286932748,54.5,0,0,859.403,32,32,20,12,0.625,1.0,0.4525440735307745,54.0,0,0,862.5205000000001,221,220,140,80,0.6363636363636364,0.995475113122172,0.5709620585999775,55.5,0,0,864.848062,132,131,84,47,0.6412213740458015,0.9924242424242424,0.5561413946369288,56.0,0,0,864.896341,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,55.0,0,0,869.2478685,45,45,30,15,0.6666666666666666,1.0,0.5207048830990042,55.0,0,0,862.586004
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=95; sec_to_close>=60,score_mean_book_rv15_drift5,0.55,95.0,60.0,none,False,False,False,False,True,True,0.5,0.559748427672956,0.995475113122172,0.4820807267303315,54.0,159,159,89,70,0.559748427672956,1.0,0.4820807267303315,54.0,0,0,862.522,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,32,16,16,0.5,1.0,0.3363088286932748,50.0,0,0,862.357,221,220,134,86,0.6090909090909091,0.995475113122172,0.5432683893003011,54.0,0,0,863.958766,132,132,82,50,0.6212121212121212,1.0,0.5361387245820451,54.5,0,0,865.02471,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=95; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.55,95.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.559748427672956,0.995475113122172,0.4820807267303315,54.0,159,159,89,70,0.559748427672956,1.0,0.4820807267303315,54.0,0,0,862.522,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,32,16,16,0.5,1.0,0.3363088286932748,50.0,0,0,862.357,221,220,134,86,0.6090909090909091,0.995475113122172,0.5432683893003011,54.0,0,0,863.958766,132,132,82,50,0.6212121212121212,1.0,0.5361387245820451,54.5,0,0,865.02471,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=90; sec_to_close>=60,score_mean_book_rv15_drift5,0.55,90.0,60.0,none,False,False,False,False,True,True,0.5,0.559748427672956,0.9909502262443439,0.4820807267303315,54.0,159,159,89,70,0.559748427672956,1.0,0.4820807267303315,54.0,0,0,862.522,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,32,16,16,0.5,1.0,0.3363088286932748,50.0,0,0,862.357,221,219,133,86,0.6073059360730594,0.9909502262443439,0.5413113057595218,54.0,0,0,864.1717,132,131,81,50,0.6183206106870229,0.9924242424242424,0.5328845682964198,54.0,0,0,865.153079,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=90; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.55,90.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.559748427672956,0.9909502262443439,0.4820807267303315,54.0,159,159,89,70,0.559748427672956,1.0,0.4820807267303315,54.0,0,0,862.522,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,32,16,16,0.5,1.0,0.3363088286932748,50.0,0,0,862.357,221,219,133,86,0.6073059360730594,0.9909502262443439,0.5413113057595218,54.0,0,0,864.1717,132,131,81,50,0.6183206106870229,0.9924242424242424,0.5328845682964198,54.0,0,0,865.153079,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=120,brownian_p_rv_15m,0.5,95.0,120.0,none,False,False,False,False,True,True,0.5,0.5506329113924051,0.9909502262443439,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,219,136,83,0.6210045662100456,0.9909502262443439,0.5551881390598166,52.0,0,0,872.092976,132,131,83,48,0.6335877862595419,0.9924242424242424,0.5483679187154883,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=120; spread<=4,brownian_p_rv_15m,0.5,95.0,120.0,spread<=4,False,False,False,False,True,True,0.5,0.5506329113924051,0.9909502262443439,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,219,136,83,0.6210045662100456,0.9909502262443439,0.5551881390598166,52.0,0,0,872.092976,132,131,83,48,0.6335877862595419,0.9924242424242424,0.5483679187154883,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=120; margin_rv15>=0,brownian_p_rv_15m,0.5,95.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.5506329113924051,0.9909502262443439,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,219,136,83,0.6210045662100456,0.9909502262443439,0.5551881390598166,52.0,0,0,872.092976,132,131,83,48,0.6335877862595419,0.9924242424242424,0.5483679187154883,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=120,brownian_p_rv_15m,0.5,90.0,120.0,none,False,False,False,False,True,True,0.5,0.5506329113924051,0.9864253393665159,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,218,135,83,0.6192660550458715,0.9864253393665159,0.553271080870353,52.0,0,0,872.1464315000001,132,130,82,48,0.6307692307692307,0.9848484848484849,0.5451705848983546,51.5,0,0,871.8696225000001,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=120; spread<=4,brownian_p_rv_15m,0.5,90.0,120.0,spread<=4,False,False,False,False,True,True,0.5,0.5506329113924051,0.9864253393665159,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,218,135,83,0.6192660550458715,0.9864253393665159,0.553271080870353,52.0,0,0,872.1464315000001,132,130,82,48,0.6307692307692307,0.9848484848484849,0.5451705848983546,51.5,0,0,871.8696225000001,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=120; margin_rv15>=0,brownian_p_rv_15m,0.5,90.0,120.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.5506329113924051,0.9864253393665159,0.4727853010967712,53.0,159,158,87,71,0.5506329113924051,0.9937106918238994,0.4727853010967712,53.0,0,0,868.0035,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,31,20,11,0.6451612903225806,0.96875,0.46947954064368874,53.0,0,0,865.548,221,218,135,83,0.6192660550458715,0.9864253393665159,0.553271080870353,52.0,0,0,872.1464315000001,132,130,82,48,0.6307692307692307,0.9848484848484849,0.5451705848983546,51.5,0,0,871.8696225000001,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,44,29,15,0.6590909090909091,0.9777777777777777,0.5113914121793824,53.0,0,0,872.4454925
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=60,brownian_p_rv_15m,0.5,95.0,60.0,none,False,False,False,False,True,True,0.5,0.5471698113207547,1.0,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,221,136,85,0.6153846153846154,1.0,0.5497915686529613,52.0,0,0,872.013388,132,132,83,49,0.6287878787878788,1.0,0.5438195913562374,52.0,0,0,871.844981,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=60; spread<=4,brownian_p_rv_15m,0.5,95.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.5471698113207547,1.0,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,221,136,85,0.6153846153846154,1.0,0.5497915686529613,52.0,0,0,872.013388,132,132,83,49,0.6287878787878788,1.0,0.5438195913562374,52.0,0,0,871.844981,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=95; sec_to_close>=60; margin_rv15>=0,brownian_p_rv_15m,0.5,95.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.5471698113207547,1.0,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,221,136,85,0.6153846153846154,1.0,0.5497915686529613,52.0,0,0,872.013388,132,132,83,49,0.6287878787878788,1.0,0.5438195913562374,52.0,0,0,871.844981,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=95; sec_to_close>=60,score_mean_book_rv15_drift5,0.5,95.0,60.0,none,False,False,False,False,True,True,0.5,0.5471698113207547,1.0,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,32,16,16,0.5,1.0,0.3363088286932748,49.5,0,0,864.85,221,221,124,97,0.5610859728506787,1.0,0.4951683282872272,52.0,0,0,872.013388,132,132,73,59,0.553030303030303,1.0,0.4679096750199407,52.0,0,0,871.844981,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,45,26,19,0.5777777777777777,1.0,0.4330078870920314,52.0,0,0,872.199887
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=95; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.5,95.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.5471698113207547,1.0,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,32,16,16,0.5,1.0,0.3363088286932748,49.5,0,0,864.85,221,221,124,97,0.5610859728506787,1.0,0.4951683282872272,52.0,0,0,872.013388,132,132,73,59,0.553030303030303,1.0,0.4679096750199407,52.0,0,0,871.844981,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,45,26,19,0.5777777777777777,1.0,0.4330078870920314,52.0,0,0,872.199887
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=60,brownian_p_rv_15m,0.5,90.0,60.0,none,False,False,False,False,True,True,0.5,0.5471698113207547,0.995475113122172,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,220,135,85,0.6136363636363636,0.995475113122172,0.5478694871590405,52.0,0,0,872.053182,132,131,82,49,0.6259541984732825,0.9924242424242424,0.5406157304454503,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=60; spread<=4,brownian_p_rv_15m,0.5,90.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.5471698113207547,0.995475113122172,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,220,135,85,0.6136363636363636,0.995475113122172,0.5478694871590405,52.0,0,0,872.053182,132,131,82,49,0.6259541984732825,0.9924242424242424,0.5406157304454503,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=brownian_p_rv_15m; brownian_p_rv_15m>=0.5; ask<=90; sec_to_close>=60; margin_rv15>=0,brownian_p_rv_15m,0.5,90.0,60.0,margin_rv15>=0,False,False,False,False,True,True,0.5,0.5471698113207547,0.995475113122172,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,51,44,0.5368421052631579,1.0,0.43709691268247836,53.0,0,0,867.63,32,32,16,16,0.5,1.0,0.3363088286932748,52.5,0,0,869.8015,32,32,20,12,0.625,1.0,0.4525440735307745,53.0,0,0,864.85,221,220,135,85,0.6136363636363636,0.995475113122172,0.5478694871590405,52.0,0,0,872.053182,132,131,82,49,0.6259541984732825,0.9924242424242424,0.5406157304454503,52.0,0,0,871.867369,44,44,24,20,0.5454545454545454,1.0,0.40066183198961974,53.5,0,0,872.9999475,45,45,29,16,0.6444444444444445,1.0,0.4983581419637688,53.0,0,0,872.199887
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=90; sec_to_close>=60,score_mean_book_rv15_drift5,0.5,90.0,60.0,none,False,False,False,False,True,True,0.5,0.5471698113207547,0.995475113122172,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,32,16,16,0.5,1.0,0.3363088286932748,49.5,0,0,864.85,221,220,123,97,0.5590909090909091,0.995475113122172,0.49302696207637414,52.0,0,0,872.053182,132,131,72,59,0.549618320610687,0.9924242424242424,0.4642164479514672,52.0,0,0,871.867369,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,45,26,19,0.5777777777777777,1.0,0.4330078870920314,52.0,0,0,872.199887
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.5; ask<=90; sec_to_close>=60; spread<=4,score_mean_book_rv15_drift5,0.5,90.0,60.0,spread<=4,False,False,False,False,True,True,0.5,0.5471698113207547,0.995475113122172,0.4695960019261099,53.0,159,159,87,72,0.5471698113207547,1.0,0.4695960019261099,53.0,0,0,867.699,95,95,53,42,0.5578947368421052,1.0,0.4577109695973124,54.0,0,0,867.63,32,32,18,14,0.5625,1.0,0.39325591136851984,52.5,0,0,869.8015,32,32,16,16,0.5,1.0,0.3363088286932748,49.5,0,0,864.85,221,220,123,97,0.5590909090909091,0.995475113122172,0.49302696207637414,52.0,0,0,872.053182,132,131,72,59,0.549618320610687,0.9924242424242424,0.4642164479514672,52.0,0,0,871.867369,44,44,25,19,0.5681818181818182,1.0,0.4222414699362943,54.0,0,0,872.9999475,45,45,26,19,0.5777777777777777,1.0,0.4330078870920314,52.0,0,0,872.199887
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=95; sec_to_close>=120,score_mean_book_rv15_drift5,0.55,95.0,120.0,none,False,False,False,False,True,True,0.4838709677419355,0.5569620253164557,0.9909502262443439,0.4790671982051389,54.0,159,158,88,70,0.5569620253164557,0.9937106918238994,0.4790671982051389,53.5,0,0,862.5465,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,862.519,221,219,134,85,0.6118721461187214,0.9909502262443439,0.5459311004218738,54.0,0,0,864.1717,132,131,82,49,0.6259541984732825,0.9924242424242424,0.5406157304454503,54.0,0,0,865.153079,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
choose=score_mean_book_rv15_drift5; score_mean_book_rv15_drift5>=0.55; ask<=95; sec_to_close>=120; spread<=4,score_mean_book_rv15_drift5,0.55,95.0,120.0,spread<=4,False,False,False,False,True,True,0.4838709677419355,0.5569620253164557,0.9909502262443439,0.4790671982051389,54.0,159,158,88,70,0.5569620253164557,0.9937106918238994,0.4790671982051389,53.5,0,0,862.5465,95,95,55,40,0.5789473684210527,1.0,0.4784963648984185,55.0,0,0,863.312,32,32,18,14,0.5625,1.0,0.39325591136851984,53.0,0,0,861.6395,32,31,15,16,0.4838709677419355,0.96875,0.31970251562417307,50.0,0,0,862.519,221,219,134,85,0.6118721461187214,0.9909502262443439,0.5459311004218738,54.0,0,0,864.1717,132,131,82,49,0.6259541984732825,0.9924242424242424,0.5406157304454503,54.0,0,0,865.153079,44,44,26,18,0.5909090909090909,1.0,0.444097537410319,54.0,0,0,865.60255,45,44,26,18,0.5909090909090909,0.9777777777777777,0.444097537410319,52.0,0,0,862.4978209999999
