abs_d_sigma,actionable,ask_cents,ask_prob,book_age_ms,btc_age_ms,edge_cents,eff_edge_prob,eligible_depth,estimated_entry_fee_cents,feature_count,fv,gross_cents,h6_recross_hazard_high,hold_gross_cents,is_first_market_observation,is_first_market_side_observation,lambda_plus,market,market_observation_index,market_side_observation_index,net_gross_cents_after_entry_fee,outlier_count,outlier_share,p_eff,p_side,policy,raw_edge_cents,reason,recross_hazard_score,result,seconds_to_close,side,side_won,sigma_t_dollars,source,spectral_tag,status,top_eigenvalue,top_over_mp_edge,ts_wall,v28_minus_ask_prob,window_n
0.24856,True,57.0,0.57,0.0,250.0,-1.161164,0.0,1.0,2.0,11,rmt_aggressive_forget,43,True,43,True,True,2.1865937744230046,KXBTC15M-26MAY060615-15,0,0,41.0,3,0.8492935673173325,0.57,0.598388,rmt_aggressive_forget_p50_edge0,0.838836,p_below_floor,0.9151690669513299,yes,869.113,yes,True,119.407801,rejected_actionable,spectral_dominant_factor,finalized,13.851387772548952,6.334687281456309,2026-05-06T10:00:30.886997+00:00,0.02838800000000008,48
0.393798,True,66.0,0.66,0.0,109.0,-2.465572,0.0,55.0,4.0,11,rmt_aggressive_forget,-132,True,-132,False,True,2.1865937744230046,KXBTC15M-26MAY060630-30,1,0,-136.0,2,0.9531821155432609,0.66,0.675344,rmt_aggressive_forget_p50_edge0,-0.465572,p_below_floor,0.76204257128047,yes,868.927,no,False,114.982869,rejected_actionable,spectral_dominant_factor,finalized,83.78242824012844,38.31641213843519,2026-05-06T10:15:31.073594+00:00,0.015344000000000024,48
0.277816,True,59.0,0.59,0.0,375.0,-3.136113,0.0,2124.34,4.0,11,rmt_aggressive_forget,82,True,82,True,True,2.1865937744230046,KXBTC15M-26MAY060645-45,0,0,78.0,3,0.9234279191045449,0.59,0.598639,rmt_aggressive_forget_p50_edge0,-1.136113,p_below_floor,0.8561084949438205,yes,884.203,yes,True,114.032337,rejected_actionable,spectral_dominant_factor,finalized,26.615308810423024,12.172040880088133,2026-05-06T10:30:15.796592+00:00,0.008639000000000063,48
0.345213,True,67.0,0.67,0.0,63.0,-5.585491,0.0,99.0,4.0,11,rmt_aggressive_forget,-134,True,-134,False,True,2.1865937744230046,KXBTC15M-26MAY060700-00,1,0,-138.0,4,0.9216788258064227,0.67,0.654145,rmt_aggressive_forget_p50_edge0,-3.585491,p_below_floor,0.8157242136510713,yes,884.801,no,False,116.189239,rejected_actionable,spectral_dominant_factor,finalized,5.948696632237882,2.720531221583495,2026-05-06T10:45:15.200083+00:00,-0.015855000000000063,48
0.033519,True,52.0,0.52,0.0,625.0,-6.180121,0.0,31.28,4.0,11,rmt_aggressive_forget,-104,True,-104,False,True,2.1865937744230046,KXBTC15M-26MAY060715-15,1,0,-108.0,3,0.9005409731026913,0.52,0.498199,rmt_aggressive_forget_p50_edge0,-4.180121,p_below_floor,1.135459381275133,yes,884.529,no,False,118.438783,rejected_actionable,spectral_dominant_factor,finalized,35.16987001735092,16.0843181887461,2026-05-06T11:00:15.474326+00:00,-0.021801000000000015,48
0.270357,True,56.0,0.56,734.0,0.0,-0.511624,0.0,1072.93,4.0,11,rmt_aggressive_forget,88,True,88,True,True,2.1865937744230046,KXBTC15M-26MAY060730-30,0,0,84.0,3,0.9112964633008607,0.56,0.594884,rmt_aggressive_forget_p50_edge0,1.488376,p_below_floor,0.8638587785878552,yes,867.397,yes,True,115.310698,rejected_actionable,spectral_dominant_factor,finalized,32.16020030626022,14.70789896250693,2026-05-06T11:15:32.603129+00:00,0.034883999999999915,48
0.063119,True,54.0,0.54,781.0,0.0,-2.672147,0.0,1623.42,4.0,11,rmt_aggressive_forget,92,True,92,False,True,2.1865937744230046,KXBTC15M-26MAY060745-45,1,0,88.0,5,0.9692147415641417,0.54,0.553279,rmt_aggressive_forget_p50_edge0,-0.672147,p_below_floor,1.2171111689146588,no,848.0,no,True,133.55674,rejected_actionable,spectral_dominant_factor,finalized,14.842019905605806,6.787735371432811,2026-05-06T11:30:52.002231+00:00,0.01327899999999993,48
0.027808,True,54.0,0.54,0.0,31.0,-10.341135,0.0,866.84,4.0,11,rmt_aggressive_forget,-108,True,-108,False,True,2.1865937744230046,KXBTC15M-26MAY060800-00,1,0,-112.0,4,0.9389967571339413,0.54,0.476589,rmt_aggressive_forget_p50_edge0,-8.341135,p_below_floor,1.35887119729371,yes,884.129,no,False,140.967368,rejected_actionable,spectral_dominant_factor,finalized,30.363576238158416,13.886244712358936,2026-05-06T11:45:15.871066+00:00,-0.06341100000000005,48
0.052331,True,54.0,0.54,0.0,172.0,-6.710089,0.0,2365.77,4.0,11,rmt_aggressive_forget,-108,True,-108,True,True,2.1865937744230046,KXBTC15M-26MAY060815-15,0,0,-112.0,2,0.7116346393874714,0.54,0.512899,rmt_aggressive_forget_p50_edge0,-4.710089,p_below_floor,1.1614039872233217,no,884.538,yes,False,123.444966,rejected_actionable,spectral_dominant_factor,finalized,9.400964446382293,4.299364864359868,2026-05-06T12:00:15.462787+00:00,-0.02710100000000004,48
0.286154,True,59.0,0.59,0.0,0.0,-2.926991,0.0,28.05,4.0,11,rmt_aggressive_forget,-118,True,-118,False,True,2.1865937744230046,KXBTC15M-26MAY060830-30,1,0,-122.0,4,0.9032676033954463,0.59,0.60073,rmt_aggressive_forget_p50_edge0,-0.926991,p_below_floor,0.94370017939859,yes,884.233,no,False,126.749728,rejected_actionable,spectral_dominant_factor,finalized,22.137314856902105,10.124109524067254,2026-05-06T12:15:15.769157+00:00,0.010730000000000017,48
0.051184,True,50.0,0.5,0.0,78.0,-3.381653,0.0,172.0,4.0,11,rmt_aggressive_forget,-100,True,-100,True,True,2.1865937744230046,KXBTC15M-26MAY060845-45,0,0,-104.0,3,0.9562142628951195,0.5,0.506183,rmt_aggressive_forget_p50_edge0,-1.381653,p_below_floor,1.2440338348669557,no,869.104,yes,False,133.243644,rejected_actionable,spectral_dominant_factor,finalized,48.990916877352426,22.405129590328265,2026-05-06T12:30:30.896182+00:00,0.00618300000000005,48
0.019351,True,53.0,0.53,16.0,157.0,-5.934454,0.0,202.95,4.0,11,rmt_aggressive_forget,-106,True,-106,True,True,2.1865937744230046,KXBTC15M-26MAY060900-00,0,0,-110.0,2,0.8878473788271798,0.53,0.510655,rmt_aggressive_forget_p50_edge0,-3.934454,p_below_floor,1.1855021579093243,no,869.173,yes,False,122.991337,rejected_actionable,spectral_dominant_factor,finalized,25.22591966402118,11.53662832076697,2026-05-06T12:45:30.827223+00:00,-0.019345000000000057,48
0.431641,True,60.0,0.6,0.0,329.0,3.209897,0.0,1629.17,4.0,11,rmt_aggressive_forget,80,True,80,False,True,2.1865937744230046,KXBTC15M-26MAY060915-15,1,0,76.0,3,0.7681278238143089,0.6,0.672099,rmt_aggressive_forget_p50_edge0,5.209897,p_below_floor,0.8316367623679325,no,869.636,no,True,130.270321,rejected_actionable,spectral_dominant_factor,finalized,4.472008747102745,2.0451941276942547,2026-05-06T13:00:30.368690+00:00,0.07209900000000002,48
0.040376,True,50.0,0.5,0.0,219.0,-4.797694,0.0,154.25,4.0,11,rmt_aggressive_forget,-100,True,-100,True,True,2.1865937744230046,KXBTC15M-26MAY060930-30,0,0,-104.0,3,0.7770245477400429,0.5,0.492023,rmt_aggressive_forget_p50_edge0,-2.797694,p_below_floor,1.4280828525574547,no,884.376,yes,False,154.795297,rejected_actionable,spectral_dominant_factor,finalized,6.506506429059806,2.9756356691250225,2026-05-06T13:15:15.628716+00:00,-0.007977000000000012,48
0.648099,True,51.0,0.51,15.0,78.0,-31.189071,0.0,1291.13,4.0,11,rmt_aggressive_forget,-102,True,-102,True,True,2.1865937744230046,KXBTC15M-26MAY060945-45,0,0,-106.0,2,0.8743711431266621,0.51,0.238109,rmt_aggressive_forget_p50_edge0,-29.189071,p_below_floor,0.7777211088980476,no,884.381,yes,False,151.628055,rejected_actionable,spectral_dominant_factor,finalized,23.10986614609766,10.568888659804156,2026-05-06T13:30:15.619117+00:00,-0.271891,48
0.051955,True,54.0,0.54,0.0,63.0,-9.322155,0.0,74.96,4.0,11,rmt_aggressive_forget,-108,True,-108,True,True,2.1865937744230046,KXBTC15M-26MAY061000-00,0,0,-112.0,3,0.942982827980156,0.54,0.486778,rmt_aggressive_forget_p50_edge0,-7.322155,p_below_floor,1.4116432447229272,no,884.377,yes,False,153.401552,rejected_actionable,spectral_dominant_factor,finalized,34.291762078387904,15.682731049317455,2026-05-06T13:45:15.622703+00:00,-0.05322200000000005,48
0.274143,True,50.0,0.5,0.0,32.0,-13.5554,0.0,50.0,4.0,11,rmt_aggressive_forget,-100,True,-100,True,True,2.1865937744230046,KXBTC15M-26MAY061015-15,0,0,-104.0,4,0.9401321329623342,0.5,0.404446,rmt_aggressive_forget_p50_edge0,-11.5554,p_below_floor,1.1301500705496994,no,883.995,yes,False,158.931571,rejected_actionable,spectral_dominant_factor,finalized,18.260176275787018,8.350968748461515,2026-05-06T14:00:16.004723+00:00,-0.09555399999999997,48
0.232373,True,61.0,0.61,0.0,344.0,-3.184746,0.0,1541.51,4.0,11,rmt_aggressive_forget,78,True,78,True,True,2.1865937744230046,KXBTC15M-26MAY061030-30,0,0,74.0,3,0.9267858945306682,0.61,0.618153,rmt_aggressive_forget_p50_edge0,-1.184746,p_below_floor,1.1682803908710917,yes,868.942,yes,True,168.006018,rejected_actionable,spectral_dominant_factor,finalized,38.39982077400292,17.561479056225618,2026-05-06T14:15:31.060926+00:00,0.008152999999999966,48
0.212683,True,57.0,0.57,0.0,47.0,-0.823286,0.0,2043.0,4.0,11,rmt_aggressive_forget,-114,True,-114,False,True,2.1865937744230046,KXBTC15M-26MAY061045-45,1,0,-118.0,2,0.7680363369028154,0.57,0.601767,rmt_aggressive_forget_p50_edge0,1.176714,p_below_floor,1.1914432313408034,yes,868.842,no,False,170.253162,rejected_actionable,spectral_dominant_factor,finalized,9.346854971081308,4.274618852579393,2026-05-06T14:30:31.159666+00:00,0.0317670000000001,48
0.597049,True,74.0,0.74,609.0,0.0,-3.462629,0.0,385.76,3.0,11,rmt_aggressive_forget,-148,True,-148,True,True,2.1865937744230046,KXBTC15M-26MAY061100-00,0,0,-151.0,4,0.8999992454481611,0.74,0.740374,rmt_aggressive_forget_p50_edge0,-1.462629,p_below_floor,0.8095870263237541,no,865.321,yes,False,158.814408,rejected_actionable,spectral_dominant_factor,finalized,14.984936017254253,6.853095528092984,2026-05-06T14:45:34.678564+00:00,0.00037399999999998546,48
0.014701,True,52.0,0.52,0.0,594.0,-2.637812,0.0,30.39,4.0,11,rmt_aggressive_forget,-104,True,-104,True,True,2.1865937744230046,KXBTC15M-26MAY061115-15,0,0,-108.0,2,0.6984735168293549,0.52,0.533622,rmt_aggressive_forget_p50_edge0,-0.637812,p_below_floor,1.4528882832170376,no,869.548,yes,False,156.788182,rejected_actionable,spectral_dominant_factor,finalized,5.952589872545991,2.7223117261992353,2026-05-06T15:00:30.452254+00:00,0.013622000000000023,48
0.341283,True,65.0,0.65,407.0,16.0,-3.689892,0.0,653.17,4.0,11,rmt_aggressive_forget,70,True,70,True,True,2.1865937744230046,KXBTC15M-26MAY061130-30,0,0,66.0,3,0.9903965637679607,0.65,0.653101,rmt_aggressive_forget_p50_edge0,-1.689892,p_below_floor,1.0562212924605836,yes,883.089,yes,True,155.355004,rejected_actionable,spectral_dominant_factor,finalized,431.6680002488882,197.4157272824012,2026-05-06T15:15:16.911180+00:00,0.0031010000000000204,48
0.047895,True,53.0,0.53,0.0,1219.0,-7.207593,0.0,956.42,4.0,11,rmt_aggressive_forget,-106,True,-106,True,True,2.1865937744230046,KXBTC15M-26MAY061145-45,0,0,-110.0,4,0.991764167015497,0.53,0.497924,rmt_aggressive_forget_p50_edge0,-5.207593,p_below_floor,1.4170503622593236,no,883.958,yes,False,151.477102,rejected_actionable,spectral_dominant_factor,finalized,379.9832311461633,173.77861200873159,2026-05-06T15:30:16.041511+00:00,-0.03207600000000005,48
0.876136,True,81.0,0.81,0.0,250.0,0.357552,0.0,241.0,3.0,11,rmt_aggressive_forget,38,True,38,True,True,2.1865937744230046,KXBTC15M-26MAY061200-00,0,0,35.0,3,0.8647532618522639,0.81,0.848576,rmt_aggressive_forget_p50_edge0,2.357552,p_below_floor,0.6137067077911612,yes,868.928,yes,True,154.673474,rejected_actionable,spectral_dominant_factor,finalized,13.818675592469898,6.319726944304665,2026-05-06T15:45:31.071643+00:00,0.038575999999999944,48
0.063879,True,60.0,0.6,0.0,563.0,-12.027304,0.0,921.3,4.0,11,rmt_aggressive_forget,80,True,80,True,True,2.1865937744230046,KXBTC15M-26MAY061215-15,0,0,76.0,4,0.9675460351696075,0.6,0.519727,rmt_aggressive_forget_p50_edge0,-10.027304,p_below_floor,1.3829303461508062,yes,869.251,yes,True,153.180763,rejected_actionable,spectral_dominant_factor,finalized,70.53434505852675,32.257635544187565,2026-05-06T16:00:30.749253+00:00,-0.08027299999999993,48
0.124855,True,58.0,0.58,0.0,0.0,-7.884885,0.0,212.0,4.0,11,rmt_aggressive_forget,-116,True,-116,True,True,2.1865937744230046,KXBTC15M-26MAY061230-30,0,0,-120.0,3,0.994367727502082,0.58,0.541151,rmt_aggressive_forget_p50_edge0,-5.884885,p_below_floor,1.2707043072532729,no,869.282,yes,False,146.490429,rejected_actionable,spectral_dominant_factor,finalized,490.81638935076353,224.46619719306548,2026-05-06T16:15:30.717514+00:00,-0.03884899999999991,48
0.180237,True,52.0,0.52,0.0,1063.0,-0.426827,0.0,821.47,4.0,11,rmt_aggressive_forget,-104,True,-104,False,True,2.1865937744230046,KXBTC15M-26MAY061245-45,1,0,-108.0,2,0.8942368617184735,0.52,0.555732,rmt_aggressive_forget_p50_edge0,1.573173,p_below_floor,1.2113630662378887,yes,884.395,no,False,146.335056,rejected_actionable,spectral_dominant_factor,finalized,26.90832642171018,12.306047303555829,2026-05-06T16:30:15.611477+00:00,0.035731999999999986,48
0.065489,True,54.0,0.54,0.0,1469.0,-3.586844,0.0,560.31,4.0,11,rmt_aggressive_forget,92,True,92,False,True,2.1865937744230046,KXBTC15M-26MAY061300-00,1,0,88.0,3,0.9922953486905677,0.54,0.544132,rmt_aggressive_forget_p50_edge0,-1.586844,p_below_floor,1.32716783022847,no,884.627,no,True,142.925104,rejected_actionable,spectral_dominant_factor,finalized,475.8992543193584,217.64410924701278,2026-05-06T16:45:15.381495+00:00,0.0041319999999999135,48
1.815216,True,89.0,0.89,766.0,0.0,5.364022,0.0,1564.77,1.0,11,rmt_aggressive_forget,-10,False,22,True,True,2.1865937744230046,KXBTC15M-26MAY061400-00,0,0,-11.0,4,0.9748206556055093,0.89,0.97364,rmt_aggressive_forget_p50_edge0,7.364022,approved_entry,0.05173622929495089,no,208.945,no,True,65.953573,approved_entry,spectral_dominant_factor,finalized,100.28025615303204,45.86140202447702,2026-05-06T17:56:31.054630+00:00,0.08363999999999994,48
0.009598,True,57.0,0.57,0.0,282.0,-10.23086,0.0,500.0,4.0,11,rmt_aggressive_forget,-114,True,-114,True,True,2.1865937744230046,KXBTC15M-26MAY061415-15,0,0,-118.0,5,0.989490913666435,0.57,0.507691,rmt_aggressive_forget_p50_edge0,-8.23086,p_below_floor,1.2967829183383441,no,854.013,yes,False,134.407856,rejected_actionable,spectral_dominant_factor,finalized,88.15373753870816,40.3155531538866,2026-05-06T18:00:45.986952+00:00,-0.06230899999999995,48
0.570844,True,74.0,0.74,0.0,437.0,-3.628288,0.0,900.0,3.0,11,rmt_aggressive_forget,52,True,52,True,True,2.1865937744230046,KXBTC15M-26MAY061430-30,0,0,49.0,3,0.9542843003474307,0.74,0.738717,rmt_aggressive_forget_p50_edge0,-1.628288,p_below_floor,0.7898021435415116,yes,884.42,yes,True,141.001809,rejected_actionable,spectral_dominant_factor,finalized,65.55760665802828,29.981612233999673,2026-05-06T18:15:15.581894+00:00,-0.0012830000000000341,48
0.536135,True,71.0,0.71,0.0,734.0,-2.083571,0.0,1968.25,3.0,11,rmt_aggressive_forget,58,True,58,False,True,2.1865937744230046,KXBTC15M-26MAY061445-45,1,0,55.0,2,0.8184001582979232,0.71,0.724164,rmt_aggressive_forget_p50_edge0,-0.083571,p_below_floor,0.8002629316895712,no,884.401,no,True,137.997054,rejected_actionable,spectral_dominant_factor,finalized,23.691634664961093,10.834950205240023,2026-05-06T18:30:15.600159+00:00,0.014164000000000065,48
0.016634,True,53.0,0.53,0.0,406.0,-5.474182,0.0,136.51,4.0,11,rmt_aggressive_forget,-106,True,-106,True,True,2.1865937744230046,KXBTC15M-26MAY061500-00,0,0,-110.0,3,0.9743477985569208,0.53,0.515258,rmt_aggressive_forget_p50_edge0,-3.474182,p_below_floor,1.2317805716969985,no,869.08,yes,False,127.452624,rejected_actionable,spectral_dominant_factor,finalized,169.62526343478623,77.57511496599167,2026-05-06T18:45:30.920534+00:00,-0.014742000000000033,48
0.066785,True,56.0,0.56,0.0,0.0,-6.808055,0.0,1701.05,4.0,11,rmt_aggressive_forget,-112,True,-112,True,True,2.1865937744230046,KXBTC15M-26MAY061515-15,0,0,-116.0,4,0.9891231114508411,0.56,0.531919,rmt_aggressive_forget_p50_edge0,-4.808055,p_below_floor,1.1505868943080917,no,867.98,yes,False,125.253588,rejected_actionable,spectral_dominant_factor,finalized,302.8253001918915,138.4917965714965,2026-05-06T19:00:32.020122+00:00,-0.028081000000000023,48
0.017837,True,54.0,0.54,0.0,0.0,-5.962238,0.0,56.36,4.0,11,rmt_aggressive_forget,92,True,92,True,True,2.1865937744230046,KXBTC15M-26MAY061530-30,0,0,88.0,3,0.9930995208606798,0.54,0.520378,rmt_aggressive_forget_p50_edge0,-3.962238,p_below_floor,1.211641439323593,yes,883.982,yes,True,124.457242,rejected_actionable,spectral_dominant_factor,finalized,431.4493367309377,197.315725388813,2026-05-06T19:15:16.019169+00:00,-0.01962200000000003,48
0.014243,True,53.0,0.53,828.0,0.0,-5.878946,0.0,50.0,4.0,11,rmt_aggressive_forget,-106,True,-106,False,True,2.1865937744230046,KXBTC15M-26MAY061545-45,1,0,-110.0,3,0.9869452864812939,0.53,0.511211,rmt_aggressive_forget_p50_edge0,-3.878946,p_below_floor,1.1722958825031966,yes,877.734,no,False,120.410037,rejected_actionable,spectral_dominant_factor,finalized,386.77889632404975,176.8864893188093,2026-05-06T19:30:22.268324+00:00,-0.018789000000000056,48
0.217987,True,61.0,0.61,16.0,0.0,-4.669517,0.0,994.42,4.0,11,rmt_aggressive_forget,-122,True,-122,False,True,2.1865937744230046,KXBTC15M-26MAY061600-00,1,0,-126.0,3,0.9943010443642828,0.61,0.603305,rmt_aggressive_forget_p50_edge0,-2.669517,p_below_floor,0.8937992292764333,yes,868.486,no,False,113.148909,rejected_actionable,spectral_dominant_factor,finalized,816.1821573084238,373.2664781430638,2026-05-06T19:45:31.514570+00:00,-0.0066950000000000065,48
0.104264,True,54.0,0.54,984.0,0.0,-4.113086,0.0,55.0,4.0,11,rmt_aggressive_forget,92,True,92,True,True,2.1865937744230046,KXBTC15M-26MAY061615-15,0,0,88.0,3,0.8984020449246515,0.54,0.538869,rmt_aggressive_forget_p50_edge0,-2.113086,p_below_floor,0.9556356811157567,yes,861.221,yes,True,108.427036,rejected_actionable,spectral_dominant_factor,finalized,15.573870340311114,7.122434227372995,2026-05-06T20:00:38.780435+00:00,-0.0011309999999999931,48
0.334049,True,68.0,0.68,0.0,1047.0,-9.603688,0.0,346.38,4.0,11,rmt_aggressive_forget,-136,True,-136,True,True,2.1865937744230046,KXBTC15M-26MAY061630-30,0,0,-140.0,4,0.987339033110455,0.68,0.623963,rmt_aggressive_forget_p50_edge0,-7.603688,p_below_floor,0.7455326490288399,no,854.782,yes,False,106.840491,rejected_actionable,spectral_dominant_factor,finalized,150.32436486163948,68.74819027658984,2026-05-06T20:15:45.218895+00:00,-0.056037000000000003,48
0.208977,True,59.0,0.59,0.0,688.0,-4.532872,0.0,20.0,4.0,11,rmt_aggressive_forget,82,True,82,False,True,2.1865937744230046,KXBTC15M-26MAY061645-45,1,0,78.0,2,0.5176141702931301,0.59,0.584671,rmt_aggressive_forget_p50_edge0,-2.532872,p_below_floor,0.8626664039227576,no,884.228,no,True,107.260438,rejected_actionable,spectral_dominant_factor,finalized,2.8556603716775393,1.3059857780081199,2026-05-06T20:30:15.774436+00:00,-0.005328999999999917,48
0.015119,True,55.0,0.55,719.0,0.0,-6.519356,0.0,628.62,4.0,11,rmt_aggressive_forget,90,True,90,True,True,2.1865937744230046,KXBTC15M-26MAY061700-00,0,0,86.0,5,0.9942294710252342,0.55,0.524806,rmt_aggressive_forget_p50_edge0,-4.519356,p_below_floor,0.9739435448428793,yes,805.653,yes,True,104.507419,rejected_actionable,spectral_dominant_factor,finalized,275.3278433211551,125.91632087391645,2026-05-06T20:46:34.347488+00:00,-0.02519400000000005,48
0.311218,True,66.0,0.66,516.0,32.0,-7.250706,0.0,30.63,4.0,11,rmt_aggressive_forget,-132,True,-132,True,True,2.1865937744230046,KXBTC15M-26MAY061715-15,0,0,-136.0,5,0.9810703634319684,0.66,0.627493,rmt_aggressive_forget_p50_edge0,-5.250706,p_below_floor,0.7471001825372059,no,864.759,yes,False,104.042987,rejected_actionable,spectral_dominant_factor,finalized,46.425696532041016,21.231971422900337,2026-05-06T21:00:35.245672+00:00,-0.032507000000000064,48
0.185688,True,62.0,0.62,938.0,0.0,-7.594805,0.0,505.95,4.0,11,rmt_aggressive_forget,76,True,76,True,True,2.1865937744230046,KXBTC15M-26MAY061730-30,0,0,72.0,4,0.8762884186328751,0.62,0.584052,rmt_aggressive_forget_p50_edge0,-5.594805,p_below_floor,0.7796936586349668,yes,849.764,yes,True,96.613845,rejected_actionable,spectral_dominant_factor,finalized,14.058562269473576,6.429434874423957,2026-05-06T21:15:50.236533+00:00,-0.03594799999999998,48
0.021042,True,87.0,0.87,718.0,0.0,-41.038275,0.0,38.4,2.0,11,rmt_aggressive_forget,26,True,26,True,True,2.1865937744230046,KXBTC15M-26MAY061745-45,0,0,24.0,3,0.9441959749263731,0.87,0.489617,rmt_aggressive_forget_p50_edge0,-39.038275,p_below_floor,0.6897895866379721,yes,668.465,yes,True,81.740441,rejected_actionable,spectral_dominant_factor,finalized,65.85954856407595,30.119700025879236,2026-05-06T21:33:51.535812+00:00,-0.38038299999999997,48
0.442267,True,68.0,0.68,781.0,31.0,-1.960943,0.0,210.18,4.0,11,rmt_aggressive_forget,64,True,64,False,True,2.1865937744230046,KXBTC15M-26MAY061800-00,1,0,60.0,3,0.9179362767312454,0.68,0.700391,rmt_aggressive_forget_p50_edge0,0.039057,p_below_floor,0.54576569140668,no,789.738,no,True,90.669263,rejected_actionable,spectral_dominant_factor,finalized,24.08877439105099,11.016575036854984,2026-05-06T21:46:50.262624+00:00,0.020390999999999937,48
0.353948,True,67.0,0.67,172.0,0.0,-6.404666,0.0,39.83,4.0,11,rmt_aggressive_forget,66,True,66,False,True,2.1865937744230046,KXBTC15M-26MAY061815-15,2,0,62.0,3,0.8663138831993156,0.67,0.645953,rmt_aggressive_forget_p50_edge0,-4.404666,p_below_floor,0.5940622275537167,no,789.704,no,True,90.352191,rejected_actionable,spectral_dominant_factor,finalized,12.597196496551145,5.761105077633945,2026-05-06T22:01:50.298020+00:00,-0.02404700000000004,48
0.086385,True,57.0,0.57,281.0,15.0,-5.536334,0.0,479.25,4.0,11,rmt_aggressive_forget,-114,True,-114,True,True,2.1865937744230046,KXBTC15M-26MAY061830-30,0,0,-118.0,3,0.8893224895190451,0.57,0.554637,rmt_aggressive_forget_p50_edge0,-3.536334,p_below_floor,0.8365242036907446,no,853.51,yes,False,93.650907,rejected_actionable,spectral_dominant_factor,finalized,14.904112885632948,6.816132497937723,2026-05-06T22:15:46.490471+00:00,-0.015362999999999905,48
0.335691,True,78.0,0.78,984.0,0.0,-15.607554,0.0,23.0,3.0,11,rmt_aggressive_forget,44,True,44,True,True,2.1865937744230046,KXBTC15M-26MAY061845-45,0,0,41.0,3,0.7700334303388017,0.78,0.658924,rmt_aggressive_forget_p50_edge0,-13.607554,p_below_floor,0.6131714328215057,yes,814.938,yes,True,90.142507,rejected_actionable,spectral_dominant_factor,finalized,8.977333415988339,4.105624703133194,2026-05-06T22:31:25.062049+00:00,-0.12107600000000007,48
0.006059,True,72.0,0.72,750.0,16.0,-25.067554,0.0,878.46,3.0,11,rmt_aggressive_forget,56,True,56,True,True,2.1865937744230046,KXBTC15M-26MAY061900-00,0,0,53.0,3,0.7029273375395674,0.72,0.504324,rmt_aggressive_forget_p50_edge0,-23.067554,p_below_floor,0.8757798480288578,yes,847.911,yes,True,90.776296,rejected_actionable,spectral_dominant_factor,finalized,4.638762797487955,2.1214561441399993,2026-05-06T22:45:52.090324+00:00,-0.21567599999999998,48
1.171707,True,87.0,0.87,703.0,31.0,2.334214,0.0,185.54,2.0,11,rmt_aggressive_forget,24,False,26,False,True,2.1865937744230046,KXBTC15M-26MAY061915-15,1,0,22.0,4,0.9141456322221081,0.87,0.923342,rmt_aggressive_forget_p50_edge0,4.334214,approved_entry,0.2295042151020138,no,714.621,no,True,83.126581,approved_entry,spectral_dominant_factor,finalized,6.810472525943236,3.11464918889215,2026-05-06T23:03:05.391564+00:00,0.053342,48
0.100563,True,55.0,0.55,813.0,0.0,-14.136383,0.0,250.0,4.0,11,rmt_aggressive_forget,-110,True,-110,False,True,2.1865937744230046,KXBTC15M-26MAY061930-30,1,0,-114.0,4,0.939573893440034,0.55,0.448636,rmt_aggressive_forget_p50_edge0,-12.136383,p_below_floor,0.9053776147792911,yes,810.397,no,False,105.505731,rejected_actionable,spectral_dominant_factor,finalized,20.665231349593647,9.45087816096374,2026-05-06T23:16:29.603537+00:00,-0.10136400000000007,48
0.13265,True,59.0,0.59,625.0,0.0,-17.240693,0.0,158.15,4.0,11,rmt_aggressive_forget,82,True,82,False,True,2.1865937744230046,KXBTC15M-26MAY061945-45,1,0,78.0,4,0.9159016714216257,0.59,0.457593,rmt_aggressive_forget_p50_edge0,-15.240693,p_below_floor,0.8012564138437247,no,809.092,no,True,96.494594,rejected_actionable,spectral_dominant_factor,finalized,21.972142393578558,10.048570818498986,2026-05-06T23:31:30.911183+00:00,-0.13240699999999994,48
0.192858,True,50.0,0.5,375.0,31.0,4.243489,0.0,50.0,4.0,11,rmt_aggressive_forget,100,True,100,True,True,2.1865937744230046,KXBTC15M-26MAY062000-00,0,0,96.0,4,0.9433463616533773,0.5,0.582435,rmt_aggressive_forget_p50_edge0,6.243489,p_below_floor,0.6739717336748277,yes,849.989,yes,True,84.10338,rejected_actionable,spectral_dominant_factor,finalized,27.809165618463474,12.71803018180719,2026-05-06T23:45:50.011935+00:00,0.08243500000000004,48
0.086972,True,51.0,0.51,313.0,16.0,-2.315324,0.016846999999999945,704.0,4.0,11,rmt_aggressive_forget,-102,True,-102,True,True,2.1865937744230046,KXBTC15M-26MAY062015-15,0,0,-106.0,1,0.31423042494220804,0.526847,0.526847,rmt_aggressive_forget_p50_edge0,-0.315324,p_below_floor,0.736600804031155,no,869.507,yes,False,81.750113,rejected_actionable,spectral_factor,finalized,3.0194250086732306,1.3808806390981299,2026-05-07T00:00:30.493763+00:00,0.016846999999999945,48
0.107412,True,69.0,0.69,141.0,47.0,-26.94184,0.0,200.0,3.0,11,rmt_aggressive_forget,62,True,62,False,True,2.1865937744230046,KXBTC15M-26MAY062030-30,1,0,59.0,2,0.5291059867625995,0.69,0.455582,rmt_aggressive_forget_p50_edge0,-24.94184,p_below_floor,0.6807697699219372,no,804.712,no,True,80.158525,rejected_actionable,spectral_dominant_factor,finalized,4.024541537173758,1.840552911221815,2026-05-07T00:16:35.291271+00:00,-0.23441799999999996,48
