blockers,blocker_count,current_target_pass,v21_target_pass,both_target_pass,both_wilson_pass,both_coverage_pass,min_split_accuracy,min_all_accuracy,min_all_coverage,min_all_wilson,max_median_ask,min_all_roi,current_all_base_markets,current_all_markets,current_all_wins,current_all_losses,current_all_accuracy,current_all_coverage,current_all_wilson95_lower,current_all_median_ask,current_all_ask_ge_95,current_all_ask_eq_100,current_all_median_seconds_to_close,current_all_gross_pnl_cents,current_all_stake_cents,current_all_gross_roi,current_train_base_markets,current_train_markets,current_train_wins,current_train_losses,current_train_accuracy,current_train_coverage,current_train_wilson95_lower,current_train_median_ask,current_train_ask_ge_95,current_train_ask_eq_100,current_train_median_seconds_to_close,current_train_gross_pnl_cents,current_train_stake_cents,current_train_gross_roi,current_validation_base_markets,current_validation_markets,current_validation_wins,current_validation_losses,current_validation_accuracy,current_validation_coverage,current_validation_wilson95_lower,current_validation_median_ask,current_validation_ask_ge_95,current_validation_ask_eq_100,current_validation_median_seconds_to_close,current_validation_gross_pnl_cents,current_validation_stake_cents,current_validation_gross_roi,current_holdout_base_markets,current_holdout_markets,current_holdout_wins,current_holdout_losses,current_holdout_accuracy,current_holdout_coverage,current_holdout_wilson95_lower,current_holdout_median_ask,current_holdout_ask_ge_95,current_holdout_ask_eq_100,current_holdout_median_seconds_to_close,current_holdout_gross_pnl_cents,current_holdout_stake_cents,current_holdout_gross_roi,v21_all_base_markets,v21_all_markets,v21_all_wins,v21_all_losses,v21_all_accuracy,v21_all_coverage,v21_all_wilson95_lower,v21_all_median_ask,v21_all_ask_ge_95,v21_all_ask_eq_100,v21_all_median_seconds_to_close,v21_all_gross_pnl_cents,v21_all_stake_cents,v21_all_gross_roi,v21_train_base_markets,v21_train_markets,v21_train_wins,v21_train_losses,v21_train_accuracy,v21_train_coverage,v21_train_wilson95_lower,v21_train_median_ask,v21_train_ask_ge_95,v21_train_ask_eq_100,v21_train_median_seconds_to_close,v21_train_gross_pnl_cents,v21_train_stake_cents,v21_train_gross_roi,v21_validation_base_markets,v21_validation_markets,v21_validation_wins,v21_validation_losses,v21_validation_accuracy,v21_validation_coverage,v21_validation_wilson95_lower,v21_validation_median_ask,v21_validation_ask_ge_95,v21_validation_ask_eq_100,v21_validation_median_seconds_to_close,v21_validation_gross_pnl_cents,v21_validation_stake_cents,v21_validation_gross_roi,v21_holdout_base_markets,v21_holdout_markets,v21_holdout_wins,v21_holdout_losses,v21_holdout_accuracy,v21_holdout_coverage,v21_holdout_wilson95_lower,v21_holdout_median_ask,v21_holdout_ask_ge_95,v21_holdout_ask_eq_100,v21_holdout_median_seconds_to_close,v21_holdout_gross_pnl_cents,v21_holdout_stake_cents,v21_holdout_gross_roi
abs_book_rv30_gap<=0.3 AND spread_cents<=8,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND seconds_to_close<=900,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND ask_cents<=95,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_15m>=-0.5,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_15m>=0,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_15m>=0.25,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_15m>=0.5,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_30m>=-0.5,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_30m>=0,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND margin_per_rv_sigma_30m>=0.25,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND book_p_side>=0.7,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.3 AND book_p_side>=0.75,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,10,0,468.639,156.0,12744.0,0.01224105461393597,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,6,0,497.6305,81.0,7619.0,0.010631316445727786,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND spread_cents<=3,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND spread_cents<=4,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND spread_cents<=5,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND spread_cents<=8,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND seconds_to_close<=900,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND ask_cents<=95,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND margin_per_rv_sigma_15m>=-0.5,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
abs_book_rv30_gap<=0.4 AND margin_per_rv_sigma_15m>=0,2,False,False,False,False,True,0.8292682926829268,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,6.024459304777396e-05,159,147,129,18,0.8775510204081632,0.9245283018867925,0.8147476677042025,86.0,8,0,468.639,158.0,12742.0,0.01239993721550777,95,88,77,11,0.875,0.9263157894736842,0.7898824415232533,86.0,4,0,497.6305,83.0,7617.0,0.01089667848234213,32,31,27,4,0.8709677419354839,0.96875,0.7114759374369357,88.0,4,0,418.997,-10.0,2710.0,-0.0036900369003690036,32,28,25,3,0.8928571428571429,0.875,0.7280414845132784,87.0,0,0,522.0609999999999,85.0,2415.0,0.035196687370600416,221,191,166,25,0.8691099476439791,0.8642533936651584,0.8139182587885877,87.0,4,0,479.513487,1.0,16599.0,6.024459304777396e-05,132,113,99,14,0.8761061946902655,0.8560606060606061,0.8027361011146767,87.0,1,0,479.170424,71.0,9829.0,0.007223522230135314,44,41,34,7,0.8292682926829268,0.9318181818181818,0.6873738759959582,88.0,3,0,479.330211,-179.0,3579.0,-0.050013970382788486,45,37,33,4,0.8918918918918919,0.8222222222222222,0.7529146845587399,87.0,0,0,479.655718,109.0,3191.0,0.034158570980883735
