policy,base_name,label,current_all_net_pnl_cents,v21_all_net_pnl_cents,combined_all_net_pnl_cents,combined_oos_net_pnl_cents,min_split_coverage,current_all_accuracy,v21_all_accuracy,current_touch_preempts,v21_touch_preempts,all_splits_positive,oos_positive,min_positive_block_rate,worst_block_net_cents,strict_pass
p80_ask90_sec0_baseline,p80_ask90_sec0,choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0,117.0,348.0,465.0,299.0,0.8181818181818182,0.8562091503267973,0.8797814207650273,0,0,False,False,0.5,-210.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=180s",-2817.0,-576.0,-3393.0,-1084.0,0.8181818181818182,0.7189542483660131,0.8142076502732241,50,12,False,False,0.3076923076923077,-458.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=180s",-3667.0,-697.0,-4364.0,-1096.0,0.8181818181818182,0.6633986928104575,0.7923497267759563,71,20,False,False,0.19230769230769232,-483.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=180s",-3667.0,-697.0,-4364.0,-1096.0,0.8181818181818182,0.6633986928104575,0.7923497267759563,71,20,False,False,0.19230769230769232,-483.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.5_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=300s",-2633.0,-362.0,-2995.0,-1100.0,0.8409090909090909,0.7320261437908496,0.8385416666666666,48,11,False,False,0.19230769230769232,-489.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.5_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=60, age<=600s",-3777.0,-400.0,-4177.0,-1102.0,0.8409090909090909,0.6666666666666666,0.8229166666666666,72,18,False,False,0.2692307692307692,-627.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.5_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=300s",-2508.0,-639.0,-3147.0,-1108.0,0.8181818181818182,0.7320261437908496,0.8087431693989071,50,15,False,False,0.2692307692307692,-485.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=180s",-2943.0,-693.0,-3636.0,-1113.0,0.8409090909090909,0.7091503267973857,0.8125,53,14,False,False,0.23076923076923078,-469.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=55, age<=600s",-3194.0,-583.0,-3777.0,-1124.0,0.8181818181818182,0.673202614379085,0.7978142076502732,74,19,False,False,0.2692307692307692,-605.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=180s",-3360.0,-864.0,-4224.0,-1135.0,0.8409090909090909,0.6895424836601307,0.7916666666666666,65,24,False,False,0.23076923076923078,-596.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.35_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=180s",-3652.0,-1029.0,-4681.0,-1135.0,0.8181818181818182,0.6633986928104575,0.7704918032786885,73,24,False,False,0.19230769230769232,-571.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.4_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=180s",-3652.0,-1029.0,-4681.0,-1135.0,0.8181818181818182,0.6633986928104575,0.7704918032786885,73,24,False,False,0.19230769230769232,-571.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=180s",-2890.0,-545.0,-3435.0,-1139.0,0.8409090909090909,0.7189542483660131,0.828125,50,11,False,False,0.23076923076923078,-462.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=60, age<=180s",-3740.0,-601.0,-4341.0,-1151.0,0.8409090909090909,0.6633986928104575,0.8125,71,18,False,False,0.15384615384615385,-487.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=60, age<=180s",-3740.0,-601.0,-4341.0,-1151.0,0.8409090909090909,0.6633986928104575,0.8125,71,18,False,False,0.15384615384615385,-487.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.5_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=60, age<=900s",-3973.0,-467.0,-4440.0,-1164.0,0.8409090909090909,0.6535947712418301,0.8072916666666666,78,25,False,False,0.19230769230769232,-697.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=55, age<=900s",-4578.0,-556.0,-5134.0,-1177.0,0.8409090909090909,0.5947712418300654,0.796875,104,27,False,False,0.19230769230769232,-1006.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=180s",-2998.0,-757.0,-3755.0,-1179.0,0.8409090909090909,0.7026143790849673,0.8072916666666666,57,15,False,False,0.23076923076923078,-431.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.35_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.35, touch_ask<=70, age<=180s",-3725.0,-926.0,-4651.0,-1190.0,0.8409090909090909,0.6633986928104575,0.7916666666666666,73,22,False,False,0.19230769230769232,-575.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.4_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.4, touch_ask<=70, age<=180s",-3725.0,-926.0,-4651.0,-1190.0,0.8409090909090909,0.6633986928104575,0.7916666666666666,73,22,False,False,0.19230769230769232,-575.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=180s",-3012.0,-717.0,-3729.0,-1200.0,0.8181818181818182,0.7026143790849673,0.7978142076502732,55,15,False,False,0.23076923076923078,-463.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask60_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=180s",-3012.0,-717.0,-3729.0,-1200.0,0.8181818181818182,0.7026143790849673,0.7978142076502732,55,15,False,False,0.23076923076923078,-463.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=180s",-3288.0,-933.0,-4221.0,-1202.0,0.8409090909090909,0.696078431372549,0.7916666666666666,61,22,False,False,0.23076923076923078,-596.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=60, age<=900s",-4196.0,-187.0,-4383.0,-1204.0,0.8181818181818182,0.6405228758169934,0.8142076502732241,82,24,False,False,0.2692307692307692,-761.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.5_ask60_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=60, age<=900s",-4196.0,-187.0,-4383.0,-1204.0,0.8181818181818182,0.6405228758169934,0.8142076502732241,82,24,False,False,0.2692307692307692,-761.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.5_ask60_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=60, age<=600s",-3843.0,-664.0,-4507.0,-1233.0,0.8409090909090909,0.6601307189542484,0.8020833333333334,76,22,False,False,0.19230769230769232,-627.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=70, age<=180s",-3366.0,-964.0,-4330.0,-1298.0,0.8181818181818182,0.6895424836601307,0.7759562841530054,63,23,False,False,0.19230769230769232,-592.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=70, age<=180s",-3366.0,-964.0,-4330.0,-1298.0,0.8181818181818182,0.6895424836601307,0.7759562841530054,63,23,False,False,0.19230769230769232,-592.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=60, age<=600s",-3993.0,-373.0,-4366.0,-1336.0,0.8181818181818182,0.6503267973856209,0.8087431693989071,79,21,False,False,0.2692307692307692,-691.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.5_ask60_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=60, age<=600s",-3993.0,-373.0,-4366.0,-1336.0,0.8181818181818182,0.6503267973856209,0.8087431693989071,79,21,False,False,0.2692307692307692,-691.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.45_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=55, age<=600s",-4509.0,-623.0,-5132.0,-1372.0,0.8409090909090909,0.6013071895424836,0.796875,100,25,False,False,0.19230769230769232,-1006.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask55_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=55, age<=900s",-4624.0,-811.0,-5435.0,-1431.0,0.8409090909090909,0.5882352941176471,0.7760416666666666,108,31,False,False,0.19230769230769232,-864.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=55, age<=900s",-4777.0,-652.0,-5429.0,-1457.0,0.8181818181818182,0.5784313725490197,0.7759562841530054,111,29,False,False,0.3076923076923077,-862.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask55_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=55, age<=900s",-4777.0,-652.0,-5429.0,-1457.0,0.8181818181818182,0.5784313725490197,0.7759562841530054,111,29,False,False,0.3076923076923077,-862.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=300s",-3555.0,-993.0,-4548.0,-1542.0,0.8409090909090909,0.6666666666666666,0.78125,78,26,False,False,0.15384615384615385,-613.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=300s",-3415.0,-1170.0,-4585.0,-1550.0,0.8181818181818182,0.6666666666666666,0.7540983606557377,80,29,False,False,0.19230769230769232,-478.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask55_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=180s",-4100.0,-812.0,-4912.0,-1550.0,0.8409090909090909,0.6339869281045751,0.7864583333333334,82,25,False,False,0.11538461538461539,-595.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask55_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=180s",-4100.0,-812.0,-4912.0,-1550.0,0.8409090909090909,0.6339869281045751,0.7864583333333334,82,25,False,False,0.11538461538461539,-595.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask55_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=55, age<=180s",-4017.0,-763.0,-4780.0,-1619.0,0.8181818181818182,0.630718954248366,0.7759562841530054,85,25,False,False,0.15384615384615385,-506.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask55_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=55, age<=180s",-4017.0,-763.0,-4780.0,-1619.0,0.8181818181818182,0.630718954248366,0.7759562841530054,85,25,False,False,0.15384615384615385,-506.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask55_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=180s",-4017.0,-763.0,-4780.0,-1619.0,0.8181818181818182,0.630718954248366,0.7759562841530054,85,25,False,False,0.15384615384615385,-506.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask55_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=180s",-4017.0,-763.0,-4780.0,-1619.0,0.8181818181818182,0.630718954248366,0.7759562841530054,85,25,False,False,0.15384615384615385,-506.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.45_ask55_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=55, age<=600s",-4555.0,-878.0,-5433.0,-1626.0,0.8409090909090909,0.5947712418300654,0.7760416666666666,104,29,False,False,0.19230769230769232,-864.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.5_ask70_age600,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=600s",-3312.0,-699.0,-4011.0,-1628.0,0.8409090909090909,0.6993464052287581,0.8125,64,20,False,False,0.19230769230769232,-580.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.5_ask70_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=900s",-3382.0,-699.0,-4081.0,-1628.0,0.8409090909090909,0.696078431372549,0.8125,65,20,False,False,0.19230769230769232,-650.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=55, age<=600s",-4641.0,-719.0,-5360.0,-1652.0,0.8181818181818182,0.5882352941176471,0.7759562841530054,106,27,False,False,0.3076923076923077,-862.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask55_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=55, age<=600s",-4641.0,-719.0,-5360.0,-1652.0,0.8181818181818182,0.5882352941176471,0.7759562841530054,106,27,False,False,0.3076923076923077,-862.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask55_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=55, age<=180s",-3994.0,-1056.0,-5050.0,-1666.0,0.8409090909090909,0.630718954248366,0.765625,87,29,False,False,0.07692307692307693,-457.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask55_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=55, age<=180s",-3994.0,-1056.0,-5050.0,-1666.0,0.8409090909090909,0.630718954248366,0.765625,87,29,False,False,0.07692307692307693,-457.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.5_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=300s",-3978.0,-956.0,-4934.0,-1773.0,0.8409090909090909,0.6699346405228758,0.7864583333333334,69,27,False,False,0.15384615384615385,-706.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.5_ask70_age600,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=600s",-3356.0,-976.0,-4332.0,-1805.0,0.8181818181818182,0.6928104575163399,0.7814207650273224,68,24,False,False,0.19230769230769232,-485.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.5_ask70_age900,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.5, touch_ask<=70, age<=900s",-3426.0,-1050.0,-4476.0,-1805.0,0.8181818181818182,0.6895424836601307,0.7759562841530054,69,25,False,False,0.19230769230769232,-529.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.5_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.5, touch_ask<=70, age<=300s",-3875.0,-1108.0,-4983.0,-1807.0,0.8181818181818182,0.6666666666666666,0.7595628415300546,74,32,False,False,0.19230769230769232,-573.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.5_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=300s",-3875.0,-1108.0,-4983.0,-1807.0,0.8181818181818182,0.6666666666666666,0.7595628415300546,74,32,False,False,0.19230769230769232,-573.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.5_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.5, touch_ask<=70, age<=300s",-4002.0,-1045.0,-5047.0,-1849.0,0.8409090909090909,0.6633986928104575,0.7760416666666666,75,31,False,False,0.15384615384615385,-573.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.35_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=180s",-4702.0,-1954.0,-6656.0,-1949.0,0.8409090909090909,0.5980392156862745,0.6927083333333334,103,49,False,False,0.07692307692307693,-630.0,False
p80_ask95_sec120_touch_preempt_book1_touch0.4_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=180s",-4702.0,-1954.0,-6656.0,-1949.0,0.8409090909090909,0.5980392156862745,0.6927083333333334,103,49,False,False,0.07692307692307693,-630.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=180s",-4721.0,-1711.0,-6432.0,-1966.0,0.8409090909090909,0.6045751633986928,0.71875,97,42,False,False,0.07692307692307693,-768.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask70_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=180s",-4721.0,-1711.0,-6432.0,-1966.0,0.8409090909090909,0.6045751633986928,0.71875,97,42,False,False,0.07692307692307693,-768.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask70_age300,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=300s",-4068.0,-1643.0,-5711.0,-1995.0,0.8409090909090909,0.6503267973856209,0.7395833333333334,83,34,False,False,0.07692307692307693,-624.0,False
p80_ask90_sec0_touch_preempt_book0.85_touch0.45_ask70_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=70, age<=300s",-3928.0,-1920.0,-5848.0,-2003.0,0.8181818181818182,0.6503267973856209,0.7049180327868853,85,38,False,False,0.15384615384615385,-637.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.35_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=60, age<=180s",-4696.0,-1471.0,-6167.0,-2013.0,0.8409090909090909,0.6045751633986928,0.7395833333333334,95,34,False,False,0.07692307692307693,-680.0,False
p80_ask95_sec120_touch_preempt_book0.9_touch0.4_ask60_age180,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=60, age<=180s",-4696.0,-1471.0,-6167.0,-2013.0,0.8409090909090909,0.6045751633986928,0.7395833333333334,95,34,False,False,0.07692307692307693,-680.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.35_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.35, touch_ask<=70, age<=180s",-4652.0,-1814.0,-6466.0,-2049.0,0.8181818181818182,0.6013071895424836,0.6939890710382514,100,44,False,False,0.11538461538461539,-740.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.4_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.4, touch_ask<=70, age<=180s",-4652.0,-1814.0,-6466.0,-2049.0,0.8181818181818182,0.6013071895424836,0.6939890710382514,100,44,False,False,0.11538461538461539,-740.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.35_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.35, touch_ask<=70, age<=180s",-4652.0,-1814.0,-6466.0,-2049.0,0.8181818181818182,0.6013071895424836,0.6939890710382514,100,44,False,False,0.11538461538461539,-740.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.4_ask70_age180,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.4, touch_ask<=70, age<=180s",-4652.0,-1814.0,-6466.0,-2049.0,0.8181818181818182,0.6013071895424836,0.6939890710382514,100,44,False,False,0.11538461538461539,-740.0,False
p80_ask90_sec0_touch_preempt_book0.9_touch0.45_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=0.9, touch>=0.45, touch_ask<=60, age<=300s",-4673.0,-1558.0,-6231.0,-2061.0,0.8181818181818182,0.5947712418300654,0.6994535519125683,108,49,False,False,0.11538461538461539,-613.0,False
p80_ask90_sec0_touch_preempt_book1_touch0.45_ask60_age300,p80_ask90_sec0,"choose=book_p_side; book_p_side>=0.8; ask<=90; sec_to_close>=0; preempt earlier opposite touch if book<=1, touch>=0.45, touch_ask<=60, age<=300s",-4673.0,-1558.0,-6231.0,-2061.0,0.8181818181818182,0.5947712418300654,0.6994535519125683,108,49,False,False,0.11538461538461539,-613.0,False
p80_ask95_sec120_touch_preempt_book0.85_touch0.45_ask60_age900,p80_ask95_sec120,"choose=book_p_side; book_p_side>=0.8; ask<=95; sec_to_close>=120; preempt earlier opposite touch if book<=0.85, touch>=0.45, touch_ask<=60, age<=900s",-4708.0,-1457.0,-6165.0,-2076.0,0.8409090909090909,0.6045751633986928,0.7447916666666666,105,35,False,False,0.11538461538461539,-890.0,False
