market,result,status,settlement_ts,close_time,watch_close_time,source
KXBTC15M-26MAY061545-45,yes,finalized,2026-05-06T19:45:11.495271Z,2026-05-06T19:45:00Z,2026-05-06T19:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061600-00,yes,finalized,2026-05-06T20:00:11.499088Z,2026-05-06T20:00:00Z,2026-05-06T20:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061615-15,yes,finalized,2026-05-06T20:15:11.554999Z,2026-05-06T20:15:00Z,2026-05-06T20:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061630-30,no,finalized,2026-05-06T20:30:11.503064Z,2026-05-06T20:30:00Z,2026-05-06T20:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061645-45,no,finalized,2026-05-06T20:45:11.502034Z,2026-05-06T20:45:00Z,2026-05-06T20:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061700-00,yes,finalized,2026-05-06T21:00:11.559438Z,2026-05-06T21:00:00Z,2026-05-06T21:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2\market_results.csv
KXBTC15M-26MAY061715-15,no,finalized,2026-05-06T21:15:11.503344Z,2026-05-06T21:15:00Z,2026-05-06T21:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061730-30,yes,finalized,2026-05-06T21:30:11.500761Z,2026-05-06T21:30:00Z,2026-05-06T21:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061745-45,yes,finalized,2026-05-06T21:45:11.500435Z,2026-05-06T21:45:00Z,2026-05-06T21:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061800-00,no,finalized,2026-05-06T22:00:11.502395Z,2026-05-06T22:00:00Z,2026-05-06T22:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061815-15,no,finalized,2026-05-06T22:15:11.507184Z,2026-05-06T22:15:00Z,2026-05-06T22:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061830-30,no,finalized,2026-05-06T22:30:11.504897Z,2026-05-06T22:30:00Z,2026-05-06T22:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061845-45,yes,finalized,2026-05-06T22:45:11.503413Z,2026-05-06T22:45:00Z,2026-05-06T22:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061900-00,yes,finalized,2026-05-06T23:00:11.503688Z,2026-05-06T23:00:00Z,2026-05-06T23:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY061915-15,no,finalized,2026-05-06T23:15:11.509029Z,2026-05-06T23:15:00Z,2026-05-06T23:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061930-30,yes,finalized,2026-05-06T23:30:11.510199Z,2026-05-06T23:30:00Z,2026-05-06T23:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY061945-45,no,finalized,2026-05-06T23:45:11.500019Z,2026-05-06T23:45:00Z,2026-05-06T23:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062000-00,yes,finalized,2026-05-07T00:00:11.497868Z,2026-05-07T00:00:00Z,2026-05-07T00:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062015-15,no,finalized,2026-05-07T00:15:11.508668Z,2026-05-07T00:15:00Z,2026-05-07T00:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062030-30,no,finalized,2026-05-07T00:30:11.507022Z,2026-05-07T00:30:00Z,2026-05-07T00:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062045-45,no,finalized,2026-05-07T00:45:11.504722Z,2026-05-07T00:45:00Z,2026-05-07T00:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY062100-00,yes,finalized,2026-05-07T01:00:11.504313Z,2026-05-07T01:00:00Z,2026-05-07T01:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062115-15,yes,finalized,2026-05-07T01:15:11.506313Z,2026-05-07T01:15:00Z,2026-05-07T01:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062130-30,yes,finalized,2026-05-07T01:30:11.553186Z,2026-05-07T01:30:00Z,2026-05-07T01:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062145-45,yes,finalized,2026-05-07T01:45:11.573478Z,2026-05-07T01:45:00Z,2026-05-07T01:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062200-00,no,finalized,2026-05-07T02:00:11.555523Z,2026-05-07T02:00:00Z,2026-05-07T02:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062215-15,no,finalized,2026-05-07T02:15:11.508905Z,2026-05-07T02:15:00Z,2026-05-07T02:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062230-30,no,finalized,2026-05-07T02:30:11.504791Z,2026-05-07T02:30:00Z,2026-05-07T02:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2\market_results.csv
KXBTC15M-26MAY062245-45,yes,finalized,2026-05-07T02:45:11.507Z,2026-05-07T02:45:00Z,2026-05-07T02:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062300-00,yes,finalized,2026-05-07T03:00:11.503148Z,2026-05-07T03:00:00Z,2026-05-07T03:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062315-15,no,finalized,2026-05-07T03:15:11.506407Z,2026-05-07T03:15:00Z,2026-05-07T03:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062330-30,no,finalized,2026-05-07T03:30:11.519522Z,2026-05-07T03:30:00Z,2026-05-07T03:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY062345-45,yes,finalized,2026-05-07T03:45:11.551223Z,2026-05-07T03:45:00Z,2026-05-07T03:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070000-00,no,finalized,2026-05-07T04:00:27.153403Z,2026-05-07T04:00:00Z,2026-05-07T04:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY070015-15,yes,finalized,2026-05-07T04:15:11.657682Z,2026-05-07T04:15:00Z,2026-05-07T04:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070030-30,yes,finalized,2026-05-07T04:30:11.506727Z,2026-05-07T04:30:00Z,2026-05-07T04:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070045-45,no,finalized,2026-05-07T04:45:11.511739Z,2026-05-07T04:45:00Z,2026-05-07T04:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070100-00,yes,finalized,2026-05-07T05:00:11.554348Z,2026-05-07T05:00:00Z,2026-05-07T05:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070115-15,yes,finalized,2026-05-07T05:15:11.505708Z,2026-05-07T05:15:00Z,2026-05-07T05:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070130-30,no,finalized,2026-05-07T05:30:11.510392Z,2026-05-07T05:30:00Z,2026-05-07T05:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070145-45,no,finalized,2026-05-07T05:45:11.508947Z,2026-05-07T05:45:00Z,2026-05-07T05:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY070200-00,no,finalized,2026-05-07T06:01:21.502013Z,2026-05-07T06:00:00Z,2026-05-07T06:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070515-15,no,finalized,2026-05-07T09:15:08.393106Z,2026-05-07T09:15:00Z,2026-05-07T09:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070530-30,no,finalized,2026-05-07T09:30:08.394112Z,2026-05-07T09:30:00Z,2026-05-07T09:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070545-45,no,finalized,2026-05-07T09:45:08.395632Z,2026-05-07T09:45:00Z,2026-05-07T09:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070600-00,yes,finalized,2026-05-07T10:00:08.3943Z,2026-05-07T10:00:00Z,2026-05-07T10:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070615-15,no,finalized,2026-05-07T10:15:08.394687Z,2026-05-07T10:15:00Z,2026-05-07T10:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070630-30,no,finalized,2026-05-07T10:30:08.393852Z,2026-05-07T10:30:00Z,2026-05-07T10:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070645-45,yes,finalized,2026-05-07T10:45:08.391874Z,2026-05-07T10:45:00Z,2026-05-07T10:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070700-00,no,finalized,2026-05-07T11:00:08.398073Z,2026-05-07T11:00:00Z,2026-05-07T11:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY070715-15,yes,finalized,2026-05-07T11:15:09.249894Z,2026-05-07T11:15:00Z,2026-05-07T11:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070730-30,no,finalized,2026-05-07T11:30:08.398017Z,2026-05-07T11:30:00Z,2026-05-07T11:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070745-45,yes,finalized,2026-05-07T11:45:08.393155Z,2026-05-07T11:45:00Z,2026-05-07T11:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070800-00,no,finalized,2026-05-07T12:00:08.393444Z,2026-05-07T12:00:00Z,2026-05-07T12:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070815-15,yes,finalized,2026-05-07T12:15:08.397912Z,2026-05-07T12:15:00Z,2026-05-07T12:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070830-30,no,finalized,2026-05-07T12:30:08.398966Z,2026-05-07T12:30:00Z,2026-05-07T12:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070845-45,yes,finalized,2026-05-07T12:45:08.39976Z,2026-05-07T12:45:00Z,2026-05-07T12:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070900-00,yes,finalized,2026-05-07T13:00:08.398136Z,2026-05-07T13:00:00Z,2026-05-07T13:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070915-15,no,finalized,2026-05-07T13:15:08.398754Z,2026-05-07T13:15:00Z,2026-05-07T13:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070930-30,yes,finalized,2026-05-07T13:30:08.406383Z,2026-05-07T13:30:00Z,2026-05-07T13:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY070945-45,no,finalized,2026-05-07T13:45:08.399608Z,2026-05-07T13:45:00Z,2026-05-07T13:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071000-00,no,finalized,2026-05-07T14:00:08.401406Z,2026-05-07T14:00:00Z,2026-05-07T14:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071015-15,yes,finalized,2026-05-07T14:15:08.405476Z,2026-05-07T14:15:00Z,2026-05-07T14:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071030-30,no,finalized,2026-05-07T14:30:08.395648Z,2026-05-07T14:30:00Z,2026-05-07T14:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071045-45,no,finalized,2026-05-07T14:45:08.39573Z,2026-05-07T14:45:00Z,2026-05-07T14:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY071100-00,no,finalized,2026-05-07T15:00:08.402972Z,2026-05-07T15:00:00Z,2026-05-07T15:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071115-15,yes,finalized,2026-05-07T15:15:18.403595Z,2026-05-07T15:15:00Z,2026-05-07T15:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071130-30,no,finalized,2026-05-07T15:30:08.401073Z,2026-05-07T15:30:00Z,2026-05-07T15:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071145-45,yes,finalized,2026-05-07T15:45:08.395297Z,2026-05-07T15:45:00Z,2026-05-07T15:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071200-00,no,finalized,2026-05-07T16:00:08.402959Z,2026-05-07T16:00:00Z,2026-05-07T16:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071215-15,no,finalized,2026-05-07T16:15:08.403218Z,2026-05-07T16:15:00Z,2026-05-07T16:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071230-30,yes,finalized,2026-05-07T16:30:08.402448Z,2026-05-07T16:30:00Z,2026-05-07T16:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v28_size2_latest_score\market_results.csv
KXBTC15M-26MAY071245-45,no,finalized,2026-05-07T16:45:08.401948Z,2026-05-07T16:45:00Z,2026-05-07T16:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071300-00,no,finalized,2026-05-07T17:00:08.403292Z,2026-05-07T17:00:00Z,2026-05-07T17:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071315-15,yes,finalized,2026-05-07T17:15:08.403186Z,2026-05-07T17:15:00Z,2026-05-07T17:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071330-30,no,finalized,2026-05-07T17:30:08.400342Z,2026-05-07T17:30:00Z,2026-05-07T17:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_mushroom_v28_size2_now\market_results.csv
KXBTC15M-26MAY071345-45,yes,finalized,2026-05-07T17:45:08.401324Z,2026-05-07T17:45:00Z,2026-05-07T17:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\live_mushroom_v21_physical_size1\market_results.csv
KXBTC15M-26MAY071400-00,yes,finalized,2026-05-07T18:00:08.40357Z,2026-05-07T18:00:00Z,2026-05-07T18:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\mushroom_v28_feature_gate_raw05_recross60_abs085_size1_live\market_results.csv
KXBTC15M-26MAY071415-15,yes,finalized,2026-05-07T18:15:08.401118Z,2026-05-07T18:15:00Z,2026-05-07T18:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071430-30,yes,finalized,2026-05-07T18:30:08.404778Z,2026-05-07T18:30:00Z,2026-05-07T18:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071445-45,no,finalized,2026-05-07T18:45:08.39996Z,2026-05-07T18:45:00Z,2026-05-07T18:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071500-00,yes,finalized,2026-05-07T19:00:08.405619Z,2026-05-07T19:00:00Z,2026-05-07T19:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071515-15,no,finalized,2026-05-07T19:15:08.40286Z,2026-05-07T19:15:00Z,2026-05-07T19:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071530-30,no,finalized,2026-05-07T19:30:08.398756Z,2026-05-07T19:30:00Z,2026-05-07T19:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071545-45,yes,finalized,2026-05-07T19:45:08.398472Z,2026-05-07T19:45:00Z,2026-05-07T19:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071600-00,no,finalized,2026-05-07T20:00:08.405027Z,2026-05-07T20:00:00Z,2026-05-07T20:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071615-15,yes,finalized,2026-05-07T20:15:18.402664Z,2026-05-07T20:15:00Z,2026-05-07T20:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071630-30,yes,finalized,2026-05-07T20:30:08.450701Z,2026-05-07T20:30:00Z,2026-05-07T20:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071645-45,no,finalized,2026-05-07T20:45:08.40344Z,2026-05-07T20:45:00Z,2026-05-07T20:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071700-00,no,finalized,2026-05-07T21:00:08.401609Z,2026-05-07T21:00:00Z,2026-05-07T21:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071715-15,no,finalized,2026-05-07T21:15:08.403132Z,2026-05-07T21:15:00Z,2026-05-07T21:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071730-30,yes,finalized,2026-05-07T21:30:08.457976Z,2026-05-07T21:30:00Z,2026-05-07T21:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071745-45,no,finalized,2026-05-07T21:45:08.401202Z,2026-05-07T21:45:00Z,2026-05-07T21:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071800-00,no,finalized,2026-05-07T22:00:08.40295Z,2026-05-07T22:00:00Z,2026-05-07T22:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_feature_gate_ask65_now\market_results.csv
KXBTC15M-26MAY071815-15,yes,finalized,2026-05-07T22:15:08.402949Z,2026-05-07T22:15:00Z,2026-05-07T22:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_size1_now\market_results.csv
KXBTC15M-26MAY071830-30,yes,finalized,2026-05-07T22:30:08.40357Z,2026-05-07T22:30:00Z,2026-05-07T22:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_size1_now\market_results.csv
KXBTC15M-26MAY071845-45,no,finalized,2026-05-07T22:45:08.400707Z,2026-05-07T22:45:00Z,2026-05-07T22:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_size1_now\market_results.csv
KXBTC15M-26MAY071900-00,yes,finalized,2026-05-07T23:00:08.399999Z,2026-05-07T23:00:00Z,2026-05-07T23:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_size1_now\market_results.csv
KXBTC15M-26MAY071915-15,yes,finalized,2026-05-07T23:15:08.401061Z,2026-05-07T23:15:00Z,2026-05-07T23:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY071930-30,no,finalized,2026-05-07T23:30:18.404942Z,2026-05-07T23:30:00Z,2026-05-07T23:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY071945-45,yes,finalized,2026-05-07T23:45:08.399542Z,2026-05-07T23:45:00Z,2026-05-07T23:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY072000-00,yes,finalized,2026-05-08T00:00:28.400142Z,2026-05-08T00:00:00Z,2026-05-08T00:00:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY072015-15,yes,finalized,2026-05-08T00:15:14.950796Z,2026-05-08T00:15:00Z,2026-05-08T00:15:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY072030-30,no,finalized,2026-05-08T00:30:14.954799Z,2026-05-08T00:30:00Z,2026-05-08T00:30:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
KXBTC15M-26MAY072045-45,no,finalized,2026-05-08T00:45:14.951188Z,2026-05-08T00:45:00Z,2026-05-08T00:45:00Z,C:\Users\organ\Desktop\KALSHI PROBABILITY MODEL BOT\stats\score_live_common_clock_sourcefix_size1_now\market_results.csv
